cued,subj,EVR,Trl,Rep,hiPchoice,hiprob,lomag,loprob,himag,won,RT
1,169,0.4348,96,10,1,0.7,2,0.3,3,1,745.03
1,169,0.5455,99,10,1,0.7,3,0.3,4,0,1337.7
1,169,0.6667,87,10,1,0.8,1,0.2,2,1,1041.72
1,169,0.9091,93,10,1,0.8,2,0.2,3,1,661.91
1,170,-0.9091,4,1,0,0.6,1,0.4,4,0,1390.39
1,170,-0.7273,11,1,0,0.7,1,0.3,5,0,767.78
1,170,-0.5,10,1,0,0.6,2,0.4,5,0,834
1,170,-0.25,8,1,1,0.7,1,0.3,3,0,696.76
1,170,-0.1053,5,1,1,0.6,3,0.4,5,0,1470.34
1,170,0.1818,12,1,1,0.6,4,0.4,5,1,651.28
1,170,0.4348,7,1,1,0.7,2,0.3,3,0,963.04
1,170,0.5455,20,1,1,0.7,3,0.3,4,1,1105.46
1,170,0.6667,1,1,0,0.8,1,0.2,2,0,2422.63
1,170,0.9091,2,1,1,0.8,2,0.2,3,1,564.88
1,170,-0.9091,13,2,0,0.6,1,0.4,4,0,1718.27
1,170,-0.7273,15,2,1,0.7,1,0.3,5,0,677.9
1,170,-0.5,55,2,0,0.6,2,0.4,5,0,941.96
1,170,-0.25,25,2,1,0.7,1,0.3,3,1,1139.13
1,170,-0.1053,6,2,0,0.6,3,0.4,5,1,1799.92
1,170,0.1818,19,2,0,0.6,4,0.4,5,1,804.27
1,170,0.4348,17,2,1,0.7,2,0.3,3,0,1233.63
1,170,0.5455,23,2,1,0.7,3,0.3,4,0,1352.62
1,170,0.6667,3,2,1,0.8,1,0.2,2,0,2020.98
1,170,0.9091,9,2,1,0.8,2,0.2,3,1,577.82
1,170,-0.9091,21,3,0,0.6,1,0.4,4,0,905.86
1,170,-0.7273,22,3,0,0.7,1,0.3,5,0,951.87
1,170,-0.5,62,3,0,0.6,2,0.4,5,0,691.59
1,170,-0.25,26,3,1,0.7,1,0.3,3,1,865.94
1,170,-0.1053,14,3,1,0.6,3,0.4,5,1,2380.47
1,170,0.1818,37,3,1,0.6,4,0.4,5,0,684.77
1,170,0.4348,24,3,1,0.7,2,0.3,3,1,882.23
1,170,0.5455,38,3,1,0.7,3,0.3,4,0,878.73
1,170,0.6667,16,3,1,0.8,1,0.2,2,1,1533.19
1,170,0.9091,28,3,1,0.8,2,0.2,3,1,1882.08
1,170,-0.9091,27,4,0,0.6,1,0.4,4,1,601.49
1,170,-0.7273,35,4,0,0.7,1,0.3,5,0,967.45
1,170,-0.5,65,4,0,0.6,2,0.4,5,0,815.88
1,170,-0.25,31,4,1,0.7,1,0.3,3,1,965.55
1,170,-0.1053,30,4,0,0.6,3,0.4,5,0,587.66
1,170,0.1818,39,4,1,0.6,4,0.4,5,1,1148.99
1,170,0.4348,29,4,1,0.7,2,0.3,3,1,790.48
1,170,0.5455,43,4,0,0.7,3,0.3,4,0,1233.92
1,170,0.6667,18,4,0,0.8,1,0.2,2,0,1214.49
1,170,0.9091,34,4,1,0.8,2,0.2,3,1,641.06
1,170,-0.9091,49,5,1,0.6,1,0.4,4,1,1121.62
1,170,-0.7273,46,5,0,0.7,1,0.3,5,0,993.42
1,170,-0.5,67,5,0,0.6,2,0.4,5,0,741.53
1,170,-0.25,52,5,1,0.7,1,0.3,3,1,815.25
1,170,-0.1053,32,5,0,0.6,3,0.4,5,1,708.16
1,170,0.1818,45,5,0,0.6,4,0.4,5,0,1067.81
1,170,0.4348,33,5,1,0.7,2,0.3,3,0,924.75
1,170,0.5455,51,5,1,0.7,3,0.3,4,1,933.81
1,170,0.6667,40,5,1,0.8,1,0.2,2,1,807.8
1,170,0.9091,36,5,1,0.8,2,0.2,3,1,701.19
1,170,-0.9091,70,6,0,0.6,1,0.4,4,1,989.92
1,170,-0.7273,50,6,1,0.7,1,0.3,5,1,544.88
1,170,-0.5,72,6,0,0.6,2,0.4,5,1,1010.66
1,170,-0.25,56,6,0,0.7,1,0.3,3,0,1060.94
1,170,-0.1053,47,6,0,0.6,3,0.4,5,1,645.15
1,170,0.1818,60,6,0,0.6,4,0.4,5,0,731.66
1,170,0.4348,41,6,1,0.7,2,0.3,3,1,1198.47
1,170,0.5455,53,6,0,0.7,3,0.3,4,0,1538.41
1,170,0.6667,75,6,1,0.8,1,0.2,2,0,598.84
1,170,0.9091,42,6,1,0.8,2,0.2,3,0,676.49
1,170,-0.9091,71,7,1,0.6,1,0.4,4,1,802.55
1,170,-0.7273,54,7,1,0.7,1,0.3,5,0,1355.78
1,170,-0.5,78,7,0,0.6,2,0.4,5,0,628.39
1,170,-0.25,69,7,1,0.7,1,0.3,3,0,721.21
1,170,-0.1053,48,7,0,0.6,3,0.4,5,0,604.61
1,170,0.1818,66,7,0,0.6,4,0.4,5,1,711.02
1,170,0.4348,57,7,1,0.7,2,0.3,3,1,781.44
1,170,0.5455,63,7,1,0.7,3,0.3,4,1,1290.79
1,170,0.6667,79,7,1,0.8,1,0.2,2,1,586.34
1,170,0.9091,44,7,1,0.8,2,0.2,3,1,599.24
1,170,-0.9091,77,8,0,0.6,1,0.4,4,0,818.77
1,170,-0.7273,64,8,0,0.7,1,0.3,5,1,771.42
1,170,-0.5,81,8,0,0.6,2,0.4,5,1,1907.09
1,170,-0.25,92,8,1,0.7,1,0.3,3,1,910.5
1,170,-0.1053,59,8,1,0.6,3,0.4,5,0,1334.4
1,170,0.1818,68,8,0,0.6,4,0.4,5,1,720.37
1,170,0.4348,58,8,1,0.7,2,0.3,3,1,786.87
1,170,0.5455,85,8,1,0.7,3,0.3,4,0,800.06
1,170,0.6667,87,8,1,0.8,1,0.2,2,0,625.16
1,170,0.9091,61,8,1,0.8,2,0.2,3,0,657.43
1,170,-0.9091,80,9,0,0.6,1,0.4,4,0,698.36
1,170,-0.7273,83,9,1,0.7,1,0.3,5,1,1161.77
1,170,-0.5,84,9,0,0.6,2,0.4,5,1,562.97
1,170,-0.25,97,9,1,0.7,1,0.3,3,0,763.35
1,170,-0.1053,94,9,0,0.6,3,0.4,5,1,643.78
1,170,0.1818,76,9,1,0.6,4,0.4,5,0,652.25
1,170,0.4348,82,9,1,0.7,2,0.3,3,1,1342.48
1,170,0.5455,93,9,0,0.7,3,0.3,4,0,935.09
1,170,0.6667,91,9,1,0.8,1,0.2,2,1,586.92
1,170,0.9091,73,9,1,0.8,2,0.2,3,1,686.36
1,170,-0.9091,99,10,0,0.6,1,0.4,4,0,797.01
1,170,-0.7273,89,10,1,0.7,1,0.3,5,1,1036.43
1,170,-0.5,90,10,0,0.6,2,0.4,5,0,856.65
1,170,-0.25,98,10,1,0.7,1,0.3,3,0,1563.27
1,170,-0.1053,100,10,0,0.6,3,0.4,5,1,639.57
1,170,0.1818,86,10,0,0.6,4,0.4,5,0,1268
1,170,0.4348,88,10,1,0.7,2,0.3,3,1,1037.56
1,170,0.5455,96,10,1,0.7,3,0.3,4,1,1218.24
1,170,0.6667,95,10,1,0.8,1,0.2,2,1,600.18
1,170,0.9091,74,10,1,0.8,2,0.2,3,0,497.85
1,171,-0.9091,4,1,0,0.6,1,0.4,4,0,1810.51
1,171,-0.7273,14,1,0,0.7,1,0.3,5,1,1408.06
1,171,-0.5,1,1,1,0.6,2,0.4,5,1,4139.72
1,171,-0.25,10,1,1,0.7,1,0.3,3,0,2647.72
1,171,-0.1053,20,1,1,0.6,3,0.4,5,1,3687.15
1,171,0.1818,2,1,1,0.6,4,0.4,5,1,3119.47
1,171,0.4348,7,1,1,0.7,2,0.3,3,1,2352.21
1,171,0.5455,3,1,1,0.7,3,0.3,4,1,2302.33
1,171,0.6667,5,1,1,0.8,1,0.2,2,1,2576.47
1,171,0.9091,12,1,1,0.8,2,0.2,3,0,2175.98
1,171,-0.9091,11,2,0,0.6,1,0.4,4,1,3059.11
1,171,-0.7273,25,2,1,0.7,1,0.3,5,0,1195.29
1,171,-0.5,36,2,0,0.6,2,0.4,5,0,2049.35
1,171,-0.25,28,2,0,0.7,1,0.3,3,0,2043.52
1,171,-0.1053,26,2,1,0.6,3,0.4,5,1,1755.53
1,171,0.1818,6,2,1,0.6,4,0.4,5,0,2616.71
1,171,0.4348,9,2,1,0.7,2,0.3,3,0,1657.44
1,171,0.5455,21,2,1,0.7,3,0.3,4,1,1790.92
1,171,0.6667,8,2,1,0.8,1,0.2,2,1,2186.67
1,171,0.9091,13,2,1,0.8,2,0.2,3,1,1792.6
1,171,-0.9091,19,3,0,0.6,1,0.4,4,1,1458.85
1,171,-0.7273,40,3,0,0.7,1,0.3,5,1,2109.23
1,171,-0.5,47,3,0,0.6,2,0.4,5,0,1164.35
1,171,-0.25,33,3,1,0.7,1,0.3,3,1,1756.73
1,171,-0.1053,39,3,0,0.6,3,0.4,5,0,2198.19
1,171,0.1818,15,3,1,0.6,4,0.4,5,1,3632.06
1,171,0.4348,17,3,1,0.7,2,0.3,3,0,3097.67
1,171,0.5455,32,3,1,0.7,3,0.3,4,0,2361.93
1,171,0.6667,23,3,1,0.8,1,0.2,2,1,928.67
1,171,0.9091,34,3,1,0.8,2,0.2,3,1,1628.77
1,171,-0.9091,29,4,0,0.6,1,0.4,4,1,1496.83
1,171,-0.7273,46,4,0,0.7,1,0.3,5,0,3793.17
1,171,-0.5,55,4,0,0.6,2,0.4,5,0,1674.16
1,171,-0.25,45,4,1,0.7,1,0.3,3,1,1987.03
1,171,-0.1053,43,4,0,0.6,3,0.4,5,1,1721.83
1,171,0.1818,16,4,1,0.6,4,0.4,5,0,3334.62
1,171,0.4348,22,4,0,0.7,2,0.3,3,0,3590.87
1,171,0.5455,38,4,1,0.7,3,0.3,4,1,1539.17
1,171,0.6667,37,4,1,0.8,1,0.2,2,1,880.49
1,171,0.9091,53,4,1,0.8,2,0.2,3,0,1568.16
1,171,-0.9091,30,5,0,0.6,1,0.4,4,0,1390.71
1,171,-0.7273,52,5,0,0.7,1,0.3,5,1,3025.64
1,171,-0.5,63,5,0,0.6,2,0.4,5,0,1426.2
1,171,-0.25,59,5,1,0.7,1,0.3,3,1,2290.76
1,171,-0.1053,44,5,0,0.6,3,0.4,5,0,1818.76
1,171,0.1818,18,5,1,0.6,4,0.4,5,1,1459.52
1,171,0.4348,27,5,1,0.7,2,0.3,3,0,2236.98
1,171,0.5455,58,5,1,0.7,3,0.3,4,0,2043.83
1,171,0.6667,41,5,1,0.8,1,0.2,2,1,2216.75
1,171,0.9091,54,5,1,0.8,2,0.2,3,1,1312.66
1,171,-0.9091,48,6,0,0.6,1,0.4,4,0,987.65
1,171,-0.7273,56,6,0,0.7,1,0.3,5,1,1721.62
1,171,-0.5,74,6,0,0.6,2,0.4,5,0,1511.28
1,171,-0.25,64,6,1,0.7,1,0.3,3,1,1817.48
1,171,-0.1053,51,6,0,0.6,3,0.4,5,0,1435.19
1,171,0.1818,24,6,1,0.6,4,0.4,5,1,1712.11
1,171,0.4348,31,6,1,0.7,2,0.3,3,1,1670.41
1,171,0.5455,67,6,1,0.7,3,0.3,4,1,1244.25
1,171,0.6667,42,6,1,0.8,1,0.2,2,0,926.77
1,171,0.9091,69,6,1,0.8,2,0.2,3,1,1371.15
1,171,-0.9091,71,7,0,0.6,1,0.4,4,0,1268.98
1,171,-0.7273,57,7,0,0.7,1,0.3,5,0,2355.11
1,171,-0.5,77,7,0,0.6,2,0.4,5,0,1788.75
1,171,-0.25,79,7,1,0.7,1,0.3,3,1,1550.5
1,171,-0.1053,72,7,0,0.6,3,0.4,5,0,2760.54
1,171,0.1818,50,7,1,0.6,4,0.4,5,1,3112.05
1,171,0.4348,35,7,1,0.7,2,0.3,3,1,1860.76
1,171,0.5455,75,7,1,0.7,3,0.3,4,0,1563.39
1,171,0.6667,49,7,1,0.8,1,0.2,2,1,1093.05
1,171,0.9091,78,7,1,0.8,2,0.2,3,1,1332.04
1,171,-0.9091,80,8,0,0.6,1,0.4,4,0,1424.85
1,171,-0.7273,60,8,0,0.7,1,0.3,5,1,2248.01
1,171,-0.5,83,8,0,0.6,2,0.4,5,0,2814.81
1,171,-0.25,85,8,1,0.7,1,0.3,3,1,2139.09
1,171,-0.1053,73,8,0,0.6,3,0.4,5,1,3959.56
1,171,0.1818,62,8,0,0.6,4,0.4,5,0,1343.25
1,171,0.4348,66,8,1,0.7,2,0.3,3,1,1496.31
1,171,0.5455,81,8,1,0.7,3,0.3,4,1,1397.16
1,171,0.6667,61,8,1,0.8,1,0.2,2,1,2059.48
1,171,0.9091,86,8,1,0.8,2,0.2,3,1,876.99
1,171,-0.9091,87,9,0,0.6,1,0.4,4,0,1688.78
1,171,-0.7273,65,9,0,0.7,1,0.3,5,0,1607.64
1,171,-0.5,84,9,0,0.6,2,0.4,5,0,1278.08
1,171,-0.25,91,9,1,0.7,1,0.3,3,1,2889.73
1,171,-0.1053,82,9,0,0.6,3,0.4,5,0,1724.52
1,171,0.1818,68,9,1,0.6,4,0.4,5,0,1330.07
1,171,0.4348,92,9,1,0.7,2,0.3,3,0,1965.27
1,171,0.5455,88,9,1,0.7,3,0.3,4,1,1374.15
1,171,0.6667,94,9,1,0.8,1,0.2,2,1,1141.26
1,171,0.9091,89,9,1,0.8,2,0.2,3,1,966.27
1,171,-0.9091,90,10,0,0.6,1,0.4,4,1,2103.72
1,171,-0.7273,70,10,0,0.7,1,0.3,5,1,2386.71
1,171,-0.5,96,10,1,0.6,2,0.4,5,1,5068.83
1,171,-0.25,95,10,1,0.7,1,0.3,3,0,1631.34
1,171,-0.1053,93,10,1,0.6,3,0.4,5,0,2207
1,171,0.1818,76,10,1,0.6,4,0.4,5,1,1555.97
1,171,0.4348,98,10,1,0.7,2,0.3,3,1,3434.27
1,171,0.5455,97,10,1,0.7,3,0.3,4,1,1944.23
1,171,0.6667,99,10,1,0.8,1,0.2,2,0,929.98
1,171,0.9091,100,10,1,0.8,2,0.2,3,0,1108.49
1,174,-0.9091,7,1,0,0.6,1,0.4,4,0,1484.41
1,174,-0.7273,1,1,1,0.7,1,0.3,5,1,7103.6
1,174,-0.5,3,1,0,0.6,2,0.4,5,1,2815.17
1,174,-0.25,5,1,0,0.7,1,0.3,3,0,2800.79
1,174,-0.1053,6,1,1,0.6,3,0.4,5,1,1838.53
1,174,0.1818,12,1,0,0.6,4,0.4,5,1,2701.14
1,174,0.4348,25,1,1,0.7,2,0.3,3,1,1608.26
1,174,0.5455,2,1,1,0.7,3,0.3,4,1,1634.89
1,174,0.6667,4,1,1,0.8,1,0.2,2,1,1676.68
1,174,0.9091,8,1,1,0.8,2,0.2,3,1,1327.32
1,174,-0.9091,17,2,0,0.6,1,0.4,4,0,1634
1,174,-0.7273,11,2,1,0.7,1,0.3,5,1,1672.65
1,174,-0.5,13,2,1,0.6,2,0.4,5,0,2112.17
1,174,-0.25,9,2,1,0.7,1,0.3,3,1,1706.65
1,174,-0.1053,18,2,1,0.6,3,0.4,5,1,1271.61
1,174,0.1818,19,2,1,0.6,4,0.4,5,1,3348.22
1,174,0.4348,29,2,1,0.7,2,0.3,3,0,1334.86
1,174,0.5455,10,2,1,0.7,3,0.3,4,1,1886.13
1,174,0.6667,14,2,1,0.8,1,0.2,2,0,1827.42
1,174,0.9091,21,2,1,0.8,2,0.2,3,1,2093.31
1,174,-0.9091,24,3,0,0.6,1,0.4,4,0,1899.57
1,174,-0.7273,16,3,0,0.7,1,0.3,5,1,3001.53
1,174,-0.5,20,3,0,0.6,2,0.4,5,0,2415.15
1,174,-0.25,27,3,1,0.7,1,0.3,3,1,1465.31
1,174,-0.1053,30,3,1,0.6,3,0.4,5,1,1688.73
1,174,0.1818,37,3,1,0.6,4,0.4,5,1,1072.98
1,174,0.4348,31,3,1,0.7,2,0.3,3,1,1525.64
1,174,0.5455,45,3,1,0.7,3,0.3,4,1,1541.72
1,174,0.6667,15,3,1,0.8,1,0.2,2,1,1161.86
1,174,0.9091,22,3,1,0.8,2,0.2,3,1,2553.53
1,174,-0.9091,28,4,0,0.6,1,0.4,4,0,1555.6
1,174,-0.7273,26,4,0,0.7,1,0.3,5,0,2118.01
1,174,-0.5,39,4,1,0.6,2,0.4,5,1,1172.26
1,174,-0.25,32,4,0,0.7,1,0.3,3,0,2584.98
1,174,-0.1053,33,4,1,0.6,3,0.4,5,0,1505.48
1,174,0.1818,47,4,1,0.6,4,0.4,5,1,1071.08
1,174,0.4348,60,4,1,0.7,2,0.3,3,1,1194.69
1,174,0.5455,46,4,1,0.7,3,0.3,4,0,1256.65
1,174,0.6667,23,4,1,0.8,1,0.2,2,1,2395.87
1,174,0.9091,36,4,1,0.8,2,0.2,3,1,1159.44
1,174,-0.9091,34,5,0,0.6,1,0.4,4,1,1357.48
1,174,-0.7273,62,5,1,0.7,1,0.3,5,1,654.7
1,174,-0.5,42,5,0,0.6,2,0.4,5,0,1725.67
1,174,-0.25,48,5,1,0.7,1,0.3,3,1,1163.51
1,174,-0.1053,38,5,1,0.6,3,0.4,5,0,1261.13
1,174,0.1818,49,5,1,0.6,4,0.4,5,1,1090.6
1,174,0.4348,67,5,1,0.7,2,0.3,3,0,735.35
1,174,0.5455,52,5,1,0.7,3,0.3,4,1,826.76
1,174,0.6667,35,5,1,0.8,1,0.2,2,1,1517.19
1,174,0.9091,40,5,1,0.8,2,0.2,3,1,1277.26
1,174,-0.9091,41,6,0,0.6,1,0.4,4,0,2482.26
1,174,-0.7273,63,6,0,0.7,1,0.3,5,1,1388.47
1,174,-0.5,61,6,0,0.6,2,0.4,5,0,2265.49
1,174,-0.25,50,6,0,0.7,1,0.3,3,0,1462.22
1,174,-0.1053,43,6,0,0.6,3,0.4,5,0,1926.3
1,174,0.1818,72,6,0,0.6,4,0.4,5,1,1002.96
1,174,0.4348,68,6,1,0.7,2,0.3,3,1,1369.41
1,174,0.5455,53,6,1,0.7,3,0.3,4,1,1049.94
1,174,0.6667,51,6,1,0.8,1,0.2,2,1,1962.81
1,174,0.9091,55,6,1,0.8,2,0.2,3,1,1006.6
1,174,-0.9091,54,7,1,0.6,1,0.4,4,1,1166.6
1,174,-0.7273,82,7,0,0.7,1,0.3,5,0,1896.26
1,174,-0.5,64,7,0,0.6,2,0.4,5,0,1453.13
1,174,-0.25,79,7,1,0.7,1,0.3,3,1,770.3
1,174,-0.1053,44,7,1,0.6,3,0.4,5,1,1458.17
1,174,0.1818,75,7,0,0.6,4,0.4,5,0,1100.28
1,174,0.4348,78,7,1,0.7,2,0.3,3,1,1629.77
1,174,0.5455,57,7,1,0.7,3,0.3,4,0,1011.5
1,174,0.6667,59,7,1,0.8,1,0.2,2,0,1178.12
1,174,0.9091,80,7,1,0.8,2,0.2,3,0,1345.32
1,174,-0.9091,65,8,0,0.6,1,0.4,4,0,1746
1,174,-0.7273,87,8,0,0.7,1,0.3,5,1,1584.12
1,174,-0.5,69,8,0,0.6,2,0.4,5,1,1928.42
1,174,-0.25,86,8,0,0.7,1,0.3,3,1,918.32
1,174,-0.1053,56,8,0,0.6,3,0.4,5,1,1245.38
1,174,0.1818,76,8,0,0.6,4,0.4,5,0,1471.35
1,174,0.4348,84,8,1,0.7,2,0.3,3,0,1253.72
1,174,0.5455,58,8,1,0.7,3,0.3,4,0,910.28
1,174,0.6667,71,8,1,0.8,1,0.2,2,1,1596.2
1,174,0.9091,81,8,1,0.8,2,0.2,3,0,1092.48
1,174,-0.9091,83,9,0,0.6,1,0.4,4,0,941.79
1,174,-0.7273,96,9,0,0.7,1,0.3,5,0,1745.65
1,174,-0.5,73,9,1,0.6,2,0.4,5,1,1362.42
1,174,-0.25,88,9,0,0.7,1,0.3,3,0,1103.56
1,174,-0.1053,70,9,1,0.6,3,0.4,5,1,1730.07
1,174,0.1818,89,9,1,0.6,4,0.4,5,1,2082.56
1,174,0.4348,92,9,0,0.7,2,0.3,3,0,1973.62
1,174,0.5455,66,9,1,0.7,3,0.3,4,1,1468.42
1,174,0.6667,74,9,1,0.8,1,0.2,2,1,1380.1
1,174,0.9091,94,9,1,0.8,2,0.2,3,1,1108.19
1,174,-0.9091,90,10,0,0.6,1,0.4,4,0,2926.89
1,174,-0.7273,97,10,1,0.7,1,0.3,5,1,851.37
1,174,-0.5,95,10,0,0.6,2,0.4,5,0,1600.44
1,174,-0.25,100,10,1,0.7,1,0.3,3,0,1642.56
1,174,-0.1053,91,10,0,0.6,3,0.4,5,1,880.74
1,174,0.1818,93,10,1,0.6,4,0.4,5,1,796.75
1,174,0.4348,98,10,1,0.7,2,0.3,3,1,1689.1
1,174,0.5455,77,10,1,0.7,3,0.3,4,1,1546.84
1,174,0.6667,85,10,1,0.8,1,0.2,2,0,717.02
1,174,0.9091,99,10,1,0.8,2,0.2,3,1,1243.95
1,175,-0.9091,19,1,0,0.6,1,0.4,4,0,1263.34
1,175,-0.7273,29,1,1,0.7,1,0.3,5,1,1929.77
1,175,-0.5,6,1,1,0.6,2,0.4,5,0,1662.89
1,175,-0.25,12,1,1,0.7,1,0.3,3,0,1845.1
1,175,-0.1053,13,1,0,0.6,3,0.4,5,0,1944.29
1,175,0.1818,17,1,1,0.6,4,0.4,5,1,1310.37
1,175,0.4348,23,1,1,0.7,2,0.3,3,1,1224.44
1,175,0.5455,3,1,1,0.7,3,0.3,4,1,1469.32
1,175,0.6667,1,1,1,0.8,1,0.2,2,0,2622.48
1,175,0.9091,2,1,1,0.8,2,0.2,3,1,1149.41
1,175,-0.9091,21,2,0,0.6,1,0.4,4,1,1366.61
1,175,-0.7273,31,2,1,0.7,1,0.3,5,0,1798.19
1,175,-0.5,8,2,0,0.6,2,0.4,5,1,1852.19
1,175,-0.25,14,2,1,0.7,1,0.3,3,1,1441.9
1,175,-0.1053,24,2,0,0.6,3,0.4,5,0,1719.54
1,175,0.1818,44,2,1,0.6,4,0.4,5,1,1721.49
1,175,0.4348,37,2,1,0.7,2,0.3,3,1,1019.72
1,175,0.5455,4,2,1,0.7,3,0.3,4,1,1120.49
1,175,0.6667,10,2,1,0.8,1,0.2,2,1,1448.82
1,175,0.9091,15,2,1,0.8,2,0.2,3,0,1374.61
1,175,-0.9091,28,3,0,0.6,1,0.4,4,0,2382.65
1,175,-0.7273,32,3,1,0.7,1,0.3,5,1,1631.89
1,175,-0.5,9,3,0,0.6,2,0.4,5,1,2017.69
1,175,-0.25,20,3,1,0.7,1,0.3,3,1,2157.68
1,175,-0.1053,40,3,0,0.6,3,0.4,5,0,1309.07
1,175,0.1818,49,3,0,0.6,4,0.4,5,1,1545.56
1,175,0.4348,39,3,1,0.7,2,0.3,3,1,2732.68
1,175,0.5455,5,3,1,0.7,3,0.3,4,1,1417.14
1,175,0.6667,22,3,1,0.8,1,0.2,2,1,1309.82
1,175,0.9091,16,3,1,0.8,2,0.2,3,1,1200.96
1,175,-0.9091,38,4,0,0.6,1,0.4,4,0,1736.57
1,175,-0.7273,35,4,1,0.7,1,0.3,5,1,2047.85
1,175,-0.5,11,4,0,0.6,2,0.4,5,0,2063.08
1,175,-0.25,33,4,1,0.7,1,0.3,3,1,1989.04
1,175,-0.1053,67,4,0,0.6,3,0.4,5,0,1491.44
1,175,0.1818,53,4,0,0.6,4,0.4,5,1,1329.91
1,175,0.4348,42,4,1,0.7,2,0.3,3,1,1150.35
1,175,0.5455,7,4,1,0.7,3,0.3,4,1,1548.46
1,175,0.6667,25,4,1,0.8,1,0.2,2,1,1146.4
1,175,0.9091,18,4,1,0.8,2,0.2,3,1,1249.85
1,175,-0.9091,58,5,0,0.6,1,0.4,4,0,2062.85
1,175,-0.7273,45,5,0,0.7,1,0.3,5,1,1947.28
1,175,-0.5,26,5,1,0.6,2,0.4,5,0,2148.66
1,175,-0.25,36,5,1,0.7,1,0.3,3,1,1653.95
1,175,-0.1053,70,5,0,0.6,3,0.4,5,0,1219.02
1,175,0.1818,56,5,1,0.6,4,0.4,5,0,838.67
1,175,0.4348,46,5,1,0.7,2,0.3,3,1,1115.92
1,175,0.5455,30,5,1,0.7,3,0.3,4,1,1459.77
1,175,0.6667,43,5,1,0.8,1,0.2,2,0,960.98
1,175,0.9091,34,5,1,0.8,2,0.2,3,0,1109.64
1,175,-0.9091,59,6,0,0.6,1,0.4,4,0,1947.88
1,175,-0.7273,51,6,1,0.7,1,0.3,5,0,2138.35
1,175,-0.5,27,6,0,0.6,2,0.4,5,1,1741.22
1,175,-0.25,68,6,1,0.7,1,0.3,3,1,1159.14
1,175,-0.1053,73,6,0,0.6,3,0.4,5,1,1803.22
1,175,0.1818,60,6,0,0.6,4,0.4,5,0,1740.35
1,175,0.4348,48,6,1,0.7,2,0.3,3,0,1142.33
1,175,0.5455,55,6,1,0.7,3,0.3,4,1,933.53
1,175,0.6667,50,6,1,0.8,1,0.2,2,1,1168.67
1,175,0.9091,41,6,1,0.8,2,0.2,3,1,1383.97
1,175,-0.9091,63,7,0,0.6,1,0.4,4,0,1710.78
1,175,-0.7273,62,7,1,0.7,1,0.3,5,1,1265.67
1,175,-0.5,47,7,0,0.6,2,0.4,5,0,1390.19
1,175,-0.25,69,7,1,0.7,1,0.3,3,1,1337.51
1,175,-0.1053,76,7,0,0.6,3,0.4,5,0,1333.2
1,175,0.1818,85,7,0,0.6,4,0.4,5,0,1369.01
1,175,0.4348,52,7,1,0.7,2,0.3,3,0,1093.17
1,175,0.5455,66,7,1,0.7,3,0.3,4,1,1054.99
1,175,0.6667,61,7,1,0.8,1,0.2,2,1,1228.73
1,175,0.9091,57,7,1,0.8,2,0.2,3,1,1165.07
1,175,-0.9091,65,8,0,0.6,1,0.4,4,1,1867.72
1,175,-0.7273,64,8,1,0.7,1,0.3,5,0,1744.84
1,175,-0.5,54,8,0,0.6,2,0.4,5,0,1475.28
1,175,-0.25,80,8,1,0.7,1,0.3,3,0,984.92
1,175,-0.1053,91,8,0,0.6,3,0.4,5,0,1905.69
1,175,0.1818,87,8,0,0.6,4,0.4,5,0,1656.34
1,175,0.4348,78,8,1,0.7,2,0.3,3,1,1287.18
1,175,0.5455,84,8,1,0.7,3,0.3,4,1,842.41
1,175,0.6667,72,8,1,0.8,1,0.2,2,0,1152.54
1,175,0.9091,86,8,1,0.8,2,0.2,3,1,1193.84
1,175,-0.9091,75,9,0,0.6,1,0.4,4,1,1731.28
1,175,-0.7273,71,9,1,0.7,1,0.3,5,1,1027.16
1,175,-0.5,77,9,0,0.6,2,0.4,5,1,1543.37
1,175,-0.25,92,9,1,0.7,1,0.3,3,1,1493.54
1,175,-0.1053,95,9,1,0.6,3,0.4,5,1,2290.99
1,175,0.1818,89,9,1,0.6,4,0.4,5,1,2439.29
1,175,0.4348,79,9,1,0.7,2,0.3,3,0,1133.62
1,175,0.5455,97,9,1,0.7,3,0.3,4,1,1645.86
1,175,0.6667,74,9,1,0.8,1,0.2,2,1,1153.72
1,175,0.9091,90,9,1,0.8,2,0.2,3,1,1212.43
1,175,-0.9091,82,10,0,0.6,1,0.4,4,0,1486.64
1,175,-0.7273,83,10,1,0.7,1,0.3,5,1,1186.61
1,175,-0.5,81,10,0,0.6,2,0.4,5,1,974.54
1,175,-0.25,94,10,1,0.7,1,0.3,3,1,1212.52
1,175,-0.1053,98,10,1,0.6,3,0.4,5,1,1763.06
1,175,0.1818,96,10,1,0.6,4,0.4,5,1,1791.62
1,175,0.4348,88,10,1,0.7,2,0.3,3,1,1157.68
1,175,0.5455,100,10,1,0.7,3,0.3,4,0,1035.34
1,175,0.6667,99,10,1,0.8,1,0.2,2,1,1330.53
1,175,0.9091,93,10,1,0.8,2,0.2,3,1,1314.12
1,176,-0.9091,14,1,0,0.6,1,0.4,4,0,1330.47
1,176,-0.7273,5,1,0,0.7,1,0.3,5,0,2085.9
1,176,-0.5,6,1,0,0.6,2,0.4,5,0,2065.68
1,176,-0.25,20,1,0,0.7,1,0.3,3,0,3750.21
1,176,-0.1053,3,1,0,0.6,3,0.4,5,0,6042.02
