cued,subj,EVR,Trl,Rep,hiPchoice,hiprob,lomag,loprob,himag,won,RT
0,119,0.5455,13,2,1,0.7,3,0.3,4,1,1244.58
0,119,0.6667,21,2,1,0.8,1,0.2,2,1,1409.51
0,119,0.9091,14,2,1,0.8,2,0.2,3,0,1264.45
0,119,-0.9091,22,3,0,0.6,1,0.4,4,1,1269.92
0,119,-0.7273,8,3,0,0.7,1,0.3,5,0,2187.03
0,119,-0.5,73,3,0,0.6,2,0.4,5,0,2103.53
0,119,-0.25,18,3,1,0.7,1,0.3,3,1,2338.72
0,119,-0.1053,41,3,1,0.6,3,0.4,5,1,2603.76
0,119,0.1818,7,3,1,0.6,4,0.4,5,1,4371.2
0,119,0.4348,32,3,1,0.7,2,0.3,3,1,1158.49
0,119,0.5455,26,3,1,0.7,3,0.3,4,1,1652.06
0,119,0.6667,27,3,1,0.8,1,0.2,2,1,1352.26
0,119,0.9091,24,3,1,0.8,2,0.2,3,0,1942.1
0,119,-0.9091,52,4,0,0.6,1,0.4,4,0,1095.36
0,119,-0.7273,11,4,0,0.7,1,0.3,5,0,1985.94
0,119,-0.5,75,4,1,0.6,2,0.4,5,0,1175.27
0,119,-0.25,31,4,1,0.7,1,0.3,3,0,2190.47
0,119,-0.1053,47,4,0,0.6,3,0.4,5,0,1952.2
0,119,0.1818,40,4,1,0.6,4,0.4,5,1,1938
0,119,0.4348,43,4,1,0.7,2,0.3,3,1,1192.55
0,119,0.5455,28,4,1,0.7,3,0.3,4,0,1974.56
0,119,0.6667,33,4,1,0.8,1,0.2,2,1,1326.25
0,119,0.9091,25,4,1,0.8,2,0.2,3,1,1255.74
0,119,-0.9091,57,5,0,0.6,1,0.4,4,0,2005.42
0,119,-0.7273,15,5,0,0.7,1,0.3,5,0,2427.46
0,119,-0.5,79,5,1,0.6,2,0.4,5,1,2160.43
0,119,-0.25,45,5,1,0.7,1,0.3,3,0,1618.68
0,119,-0.1053,51,5,0,0.6,3,0.4,5,1,1492.76
0,119,0.1818,58,5,1,0.6,4,0.4,5,1,1261.37
0,119,0.4348,46,5,1,0.7,2,0.3,3,1,1153.69
0,119,0.5455,35,5,1,0.7,3,0.3,4,0,1311.22
0,119,0.6667,38,5,1,0.8,1,0.2,2,1,1148.54
0,119,0.9091,39,5,1,0.8,2,0.2,3,1,1196.76
0,119,-0.9091,65,6,0,0.6,1,0.4,4,1,1341.44
0,119,-0.7273,29,6,0,0.7,1,0.3,5,0,1272.12
0,119,-0.5,84,6,0,0.6,2,0.4,5,0,2900.74
0,119,-0.25,50,6,1,0.7,1,0.3,3,0,2273.61
0,119,-0.1053,56,6,1,0.6,3,0.4,5,0,1399.82
0,119,0.1818,60,6,1,0.6,4,0.4,5,1,2150.8
0,119,0.4348,64,6,1,0.7,2,0.3,3,1,1274.09
0,119,0.5455,36,6,1,0.7,3,0.3,4,1,1849.25
0,119,0.6667,44,6,1,0.8,1,0.2,2,1,1004.8
0,119,0.9091,42,6,1,0.8,2,0.2,3,1,1001.71
0,119,-0.9091,89,7,1,0.6,1,0.4,4,1,1601.95
0,119,-0.7273,34,7,0,0.7,1,0.3,5,0,1767
0,119,-0.5,88,7,1,0.6,2,0.4,5,1,2670.61
0,119,-0.25,72,7,1,0.7,1,0.3,3,1,1733.19
0,119,-0.1053,63,7,1,0.6,3,0.4,5,1,2530.96
0,119,0.1818,62,7,1,0.6,4,0.4,5,1,1294.18
0,119,0.4348,69,7,1,0.7,2,0.3,3,1,1361.22
0,119,0.5455,48,7,1,0.7,3,0.3,4,1,1130.59
0,119,0.6667,54,7,1,0.8,1,0.2,2,1,1239.97
0,119,0.9091,53,7,1,0.8,2,0.2,3,1,961.74
0,119,-0.9091,91,8,0,0.6,1,0.4,4,0,1147.43
0,119,-0.7273,49,8,0,0.7,1,0.3,5,0,2019.05
0,119,-0.5,93,8,1,0.6,2,0.4,5,1,1930.01
0,119,-0.25,81,8,1,0.7,1,0.3,3,1,1089.6
0,119,-0.1053,66,8,1,0.6,3,0.4,5,0,2053.56
0,119,0.1818,68,8,1,0.6,4,0.4,5,1,1370.08
0,119,0.4348,74,8,1,0.7,2,0.3,3,0,1202.23
0,119,0.5455,61,8,1,0.7,3,0.3,4,1,959.6
0,119,0.6667,59,8,1,0.8,1,0.2,2,1,1201.72
0,119,0.9091,71,8,1,0.8,2,0.2,3,0,1098.46
0,119,-0.9091,96,9,0,0.6,1,0.4,4,0,1084.41
0,119,-0.7273,55,9,1,0.7,1,0.3,5,1,3492.94
0,119,-0.5,95,9,0,0.6,2,0.4,5,1,1856.4
0,119,-0.25,90,9,1,0.7,1,0.3,3,1,1247.24
0,119,-0.1053,82,9,1,0.6,3,0.4,5,0,1115.88
0,119,0.1818,78,9,1,0.6,4,0.4,5,1,1819.32
0,119,0.4348,94,9,1,0.7,2,0.3,3,1,795.71
0,119,0.5455,67,9,1,0.7,3,0.3,4,0,1187.84
0,119,0.6667,87,9,1,0.8,1,0.2,2,1,750.15
0,119,0.9091,76,9,1,0.8,2,0.2,3,1,783.73
0,119,-0.9091,97,10,0,0.6,1,0.4,4,0,968.22
0,119,-0.7273,83,10,0,0.7,1,0.3,5,0,2022.5
0,119,-0.5,100,10,1,0.6,2,0.4,5,1,1882.38
0,119,-0.25,92,10,1,0.7,1,0.3,3,1,1363.09
0,119,-0.1053,86,10,1,0.6,3,0.4,5,0,2124.18
0,119,0.1818,80,10,1,0.6,4,0.4,5,0,1239.51
0,119,0.4348,99,10,1,0.7,2,0.3,3,1,1194.8
0,119,0.5455,77,10,1,0.7,3,0.3,4,1,1031.4
0,119,0.6667,98,10,1,0.8,1,0.2,2,1,1256.5
0,119,0.9091,85,10,1,0.8,2,0.2,3,1,1223.41
0,120,-0.9091,8,1,0,0.6,1,0.4,4,0,3884.15
0,120,-0.7273,9,1,1,0.7,1,0.3,5,1,1768.42
0,120,-0.5,1,1,0,0.6,2,0.4,5,1,6448.15
0,120,-0.25,27,1,1,0.7,1,0.3,3,1,1119.02
0,120,-0.1053,17,1,1,0.6,3,0.4,5,1,1342.76
0,120,0.1818,6,1,1,0.6,4,0.4,5,0,1474.05
0,120,0.4348,2,1,1,0.7,2,0.3,3,0,1548.14
0,120,0.5455,14,1,1,0.7,3,0.3,4,1,963.39
0,120,0.6667,7,1,1,0.8,1,0.2,2,1,1805.09
0,120,0.9091,11,1,1,0.8,2,0.2,3,1,1282.39
0,120,-0.9091,20,2,0,0.6,1,0.4,4,0,1496.17
0,120,-0.7273,15,2,1,0.7,1,0.3,5,0,1307.59
0,120,-0.5,4,2,0,0.6,2,0.4,5,1,2844.71
0,120,-0.25,40,2,1,0.7,1,0.3,3,0,1252.59
0,120,-0.1053,18,2,1,0.6,3,0.4,5,1,1223.59
0,120,0.1818,12,2,1,0.6,4,0.4,5,1,1236.38
0,120,0.4348,3,2,1,0.7,2,0.3,3,1,1757.35
0,120,0.5455,19,2,1,0.7,3,0.3,4,1,1285.95
0,120,0.6667,13,2,1,0.8,1,0.2,2,1,1114.06
0,120,0.9091,23,2,1,0.8,2,0.2,3,0,989.83
0,120,-0.9091,33,3,0,0.6,1,0.4,4,0,1987.53
0,120,-0.7273,21,3,1,0.7,1,0.3,5,1,1500.24
0,120,-0.5,26,3,1,0.6,2,0.4,5,0,1675.03
0,120,-0.25,55,3,1,0.7,1,0.3,3,1,1121.01
0,120,-0.1053,25,3,1,0.6,3,0.4,5,1,1178.98
0,120,0.1818,16,3,1,0.6,4,0.4,5,0,1182.58
0,120,0.4348,5,3,1,0.7,2,0.3,3,1,1769.66
0,120,0.5455,43,3,1,0.7,3,0.3,4,1,823.44
0,120,0.6667,22,3,1,0.8,1,0.2,2,1,1164.95
0,120,0.9091,31,3,1,0.8,2,0.2,3,1,660.88
0,120,-0.9091,39,4,0,0.6,1,0.4,4,1,1681.05
0,120,-0.7273,28,4,1,0.7,1,0.3,5,1,1544.15
0,120,-0.5,35,4,1,0.6,2,0.4,5,0,1339.04
0,120,-0.25,60,4,1,0.7,1,0.3,3,1,1012.94
0,120,-0.1053,41,4,1,0.6,3,0.4,5,1,922.41
0,120,0.1818,24,4,1,0.6,4,0.4,5,1,1212.34
0,120,0.4348,10,4,1,0.7,2,0.3,3,1,1511.53
0,120,0.5455,49,4,1,0.7,3,0.3,4,1,860.89
0,120,0.6667,32,4,1,0.8,1,0.2,2,1,1089.66
0,120,0.9091,42,4,1,0.8,2,0.2,3,1,675.86
0,120,-0.9091,53,5,1,0.6,1,0.4,4,0,2252.94
0,120,-0.7273,48,5,0,0.7,1,0.3,5,0,4822.67
0,120,-0.5,67,5,1,0.6,2,0.4,5,1,1209.54
0,120,-0.25,62,5,1,0.7,1,0.3,3,1,946.71
0,120,-0.1053,56,5,1,0.6,3,0.4,5,1,771.88
0,120,0.1818,30,5,1,0.6,4,0.4,5,1,1342.1
0,120,0.4348,29,5,1,0.7,2,0.3,3,1,1207.96
0,120,0.5455,59,5,1,0.7,3,0.3,4,0,849.11
0,120,0.6667,36,5,1,0.8,1,0.2,2,1,861.26
0,120,0.9091,46,5,1,0.8,2,0.2,3,1,812.52
0,120,-0.9091,68,6,0,0.6,1,0.4,4,0,4102.13
0,120,-0.7273,51,6,1,0.7,1,0.3,5,1,880.66
0,120,-0.5,71,6,1,0.6,2,0.4,5,1,1371.2
0,120,-0.25,73,6,1,0.7,1,0.3,3,1,1064.57
0,120,-0.1053,65,6,1,0.6,3,0.4,5,0,673.44
0,120,0.1818,34,6,1,0.6,4,0.4,5,1,722.21
0,120,0.4348,44,6,1,0.7,2,0.3,3,0,765.4
0,120,0.5455,64,6,1,0.7,3,0.3,4,1,1961.61
0,120,0.6667,38,6,1,0.8,1,0.2,2,1,652.64
0,120,0.9091,52,6,1,0.8,2,0.2,3,1,917.04
0,120,-0.9091,74,7,0,0.6,1,0.4,4,1,4091.04
0,120,-0.7273,54,7,1,0.7,1,0.3,5,0,2402.33
0,120,-0.5,79,7,0,0.6,2,0.4,5,0,1414.21
0,120,-0.25,76,7,1,0.7,1,0.3,3,1,1116.99
0,120,-0.1053,70,7,1,0.6,3,0.4,5,1,812.32
0,120,0.1818,37,7,1,0.6,4,0.4,5,1,1432.83
0,120,0.4348,50,7,1,0.7,2,0.3,3,1,737.35
0,120,0.5455,69,7,1,0.7,3,0.3,4,0,698.54
0,120,0.6667,45,7,1,0.8,1,0.2,2,1,973.7
0,120,0.9091,58,7,1,0.8,2,0.2,3,1,827.7
0,120,-0.9091,82,8,0,0.6,1,0.4,4,0,1414.39
0,120,-0.7273,80,8,1,0.7,1,0.3,5,1,900.2
0,120,-0.5,84,8,1,0.6,2,0.4,5,1,1500.3
0,120,-0.25,77,8,1,0.7,1,0.3,3,0,1086.91
0,120,-0.1053,81,8,1,0.6,3,0.4,5,1,1558.81
0,120,0.1818,57,8,1,0.6,4,0.4,5,1,738.36
0,120,0.4348,66,8,1,0.7,2,0.3,3,1,1060.83
0,120,0.5455,75,8,1,0.7,3,0.3,4,1,757.18
0,120,0.6667,47,8,1,0.8,1,0.2,2,0,1049.82
0,120,0.9091,63,8,1,0.8,2,0.2,3,1,803.61
0,120,-0.9091,85,9,1,0.6,1,0.4,4,0,1062
0,120,-0.7273,89,9,1,0.7,1,0.3,5,1,1022.49
0,120,-0.5,87,9,1,0.6,2,0.4,5,1,2099.12
0,120,-0.25,91,9,1,0.7,1,0.3,3,0,1682.49
0,120,-0.1053,86,9,1,0.6,3,0.4,5,1,937.71
0,120,0.1818,83,9,1,0.6,4,0.4,5,1,781.28
0,120,0.4348,78,9,1,0.7,2,0.3,3,0,891.01
0,120,0.5455,98,9,1,0.7,3,0.3,4,1,783.59
0,120,0.6667,61,9,1,0.8,1,0.2,2,1,814.07
0,120,0.9091,72,9,1,0.8,2,0.2,3,0,650.87
0,120,-0.9091,88,10,0,0.6,1,0.4,4,1,1333.94
0,120,-0.7273,94,10,1,0.7,1,0.3,5,1,2082.66
0,120,-0.5,90,10,1,0.6,2,0.4,5,1,4196.72
0,120,-0.25,95,10,1,0.7,1,0.3,3,1,1174.03
0,120,-0.1053,92,10,1,0.6,3,0.4,5,0,949.92
0,120,0.1818,96,10,1,0.6,4,0.4,5,0,652.76
0,120,0.4348,97,10,1,0.7,2,0.3,3,1,1409.74
0,120,0.5455,99,10,1,0.7,3,0.3,4,1,606.3
0,120,0.6667,93,10,1,0.8,1,0.2,2,1,1430.45
0,120,0.9091,100,10,1,0.8,2,0.2,3,1,621.39
0,122,-0.9091,4,1,0,0.6,1,0.4,4,0,1201.79
0,122,-0.7273,7,1,0,0.7,1,0.3,5,0,1192.67
0,122,-0.5,9,1,0,0.6,2,0.4,5,0,1621.25
0,122,-0.25,3,1,0,0.7,1,0.3,3,1,1888.71
0,122,-0.1053,2,1,0,0.6,3,0.4,5,0,3419.28
0,122,0.1818,10,1,0,0.6,4,0.4,5,1,633.16
0,122,0.4348,1,1,1,0.7,2,0.3,3,1,6604.88
0,122,0.5455,16,1,1,0.7,3,0.3,4,1,1195.3
0,122,0.6667,12,1,1,0.8,1,0.2,2,0,1248.74
0,122,0.9091,24,1,1,0.8,2,0.2,3,0,1284.26
0,122,-0.9091,29,2,0,0.6,1,0.4,4,0,925.35
0,122,-0.7273,14,2,0,0.7,1,0.3,5,0,1124.88
0,122,-0.5,19,2,0,0.6,2,0.4,5,0,1002.23
0,122,-0.25,8,2,0,0.7,1,0.3,3,0,3014.4
0,122,-0.1053,6,2,0,0.6,3,0.4,5,1,1335.48
0,122,0.1818,25,2,0,0.6,4,0.4,5,1,1285.38
0,122,0.4348,5,2,1,0.7,2,0.3,3,1,1918.75
0,122,0.5455,17,2,1,0.7,3,0.3,4,1,1337.06
0,122,0.6667,28,2,1,0.8,1,0.2,2,1,1224.2
0,122,0.9091,26,2,1,0.8,2,0.2,3,1,1231.31
0,122,-0.9091,32,3,0,0.6,1,0.4,4,1,980.31
0,122,-0.7273,18,3,0,0.7,1,0.3,5,1,1377.56
0,122,-0.5,23,3,1,0.6,2,0.4,5,1,865.4
0,122,-0.25,15,3,1,0.7,1,0.3,3,1,2630.94
0,122,-0.1053,31,3,0,0.6,3,0.4,5,1,913.7
0,122,0.1818,30,3,0,0.6,4,0.4,5,0,1103.94
0,122,0.4348,11,3,1,0.7,2,0.3,3,1,1413.44
0,122,0.5455,34,3,1,0.7,3,0.3,4,1,2141.86
0,122,0.6667,35,3,1,0.8,1,0.2,2,1,1151.32
0,122,0.9091,48,3,1,0.8,2,0.2,3,1,917.98
0,122,-0.9091,40,4,0,0.6,1,0.4,4,0,1235.58
0,122,-0.7273,27,4,0,0.7,1,0.3,5,0,1643.09
0,122,-0.5,36,4,0,0.6,2,0.4,5,1,1374.11
0,122,-0.25,21,4,0,0.7,1,0.3,3,0,1901.07
0,122,-0.1053,33,4,0,0.6,3,0.4,5,0,2432.49
0,122,0.1818,43,4,1,0.6,4,0.4,5,0,1523.27
0,122,0.4348,13,4,1,0.7,2,0.3,3,1,1750.01
0,122,0.5455,45,4,1,0.7,3,0.3,4,0,704.57
0,122,0.6667,42,4,1,0.8,1,0.2,2,1,1130.37
0,122,0.9091,58,4,1,0.8,2,0.2,3,1,917.96
0,122,-0.9091,41,5,0,0.6,1,0.4,4,1,1745.65
0,122,-0.7273,39,5,0,0.7,1,0.3,5,1,914.7
0,122,-0.5,37,5,0,0.6,2,0.4,5,0,1643.67
0,122,-0.25,46,5,0,0.7,1,0.3,3,0,1148.07
0,122,-0.1053,38,5,0,0.6,3,0.4,5,1,2346.9
0,122,0.1818,62,5,1,0.6,4,0.4,5,1,1623.42
0,122,0.4348,20,5,1,0.7,2,0.3,3,1,1248.71
0,122,0.5455,47,5,1,0.7,3,0.3,4,1,1108.17
0,122,0.6667,44,5,1,0.8,1,0.2,2,1,2028.74
0,122,0.9091,63,5,1,0.8,2,0.2,3,1,1420.42
0,122,-0.9091,65,6,0,0.6,1,0.4,4,0,771.03
0,122,-0.7273,52,6,0,0.7,1,0.3,5,1,1235.17
0,122,-0.5,54,6,0,0.6,2,0.4,5,1,858.52
0,122,-0.25,55,6,1,0.7,1,0.3,3,0,1476.47
0,122,-0.1053,49,6,0,0.6,3,0.4,5,0,2558.94
0,122,0.1818,64,6,1,0.6,4,0.4,5,0,947.17
0,122,0.4348,22,6,1,0.7,2,0.3,3,1,1078.22
0,122,0.5455,50,6,1,0.7,3,0.3,4,1,1078.02
0,122,0.6667,57,6,1,0.8,1,0.2,2,1,974.48
0,122,0.9091,75,6,1,0.8,2,0.2,3,1,1218.8
0,122,-0.9091,81,7,0,0.6,1,0.4,4,0,1083.34
0,122,-0.7273,53,7,0,0.7,1,0.3,5,0,729.18
0,122,-0.5,56,7,0,0.6,2,0.4,5,0,840.75
0,122,-0.25,61,7,0,0.7,1,0.3,3,0,2850.97
0,122,-0.1053,59,7,0,0.6,3,0.4,5,0,3022.64
0,122,0.1818,68,7,1,0.6,4,0.4,5,1,1049.73
0,122,0.4348,76,7,1,0.7,2,0.3,3,1,911.53
0,122,0.5455,51,7,1,0.7,3,0.3,4,1,914.32
0,122,0.6667,60,7,1,0.8,1,0.2,2,1,1044.35
0,122,0.9091,82,7,1,0.8,2,0.2,3,1,1238.9
0,122,-0.9091,83,8,0,0.6,1,0.4,4,0,923.07
0,122,-0.7273,66,8,0,0.7,1,0.3,5,0,1234.52
0,122,-0.5,80,8,0,0.6,2,0.4,5,0,1145.63
0,122,-0.25,69,8,1,0.7,1,0.3,3,1,1181.63
0,122,-0.1053,67,8,0,0.6,3,0.4,5,0,2727.92
0,122,0.1818,71,8,1,0.6,4,0.4,5,1,1246.86
0,122,0.4348,85,8,1,0.7,2,0.3,3,1,1582.09
0,122,0.5455,74,8,1,0.7,3,0.3,4,0,2447.46
0,122,0.6667,70,8,1,0.8,1,0.2,2,1,893.26
0,122,0.9091,87,8,1,0.8,2,0.2,3,0,1121.54
0,122,-0.9091,96,9,0,0.6,1,0.4,4,1,1217.24
0,122,-0.7273,79,9,1,0.7,1,0.3,5,1,711.85
0,122,-0.5,89,9,0,0.6,2,0.4,5,1,1123.1
0,122,-0.25,84,9,0,0.7,1,0.3,3,0,715.59
0,122,-0.1053,72,9,0,0.6,3,0.4,5,0,795.04
0,122,0.1818,73,9,1,0.6,4,0.4,5,1,1226.11
0,122,0.4348,91,9,1,0.7,2,0.3,3,1,1049.47
0,122,0.5455,77,9,1,0.7,3,0.3,4,1,841.72
0,122,0.6667,88,9,1,0.8,1,0.2,2,1,955.08
0,122,0.9091,92,9,1,0.8,2,0.2,3,1,883.55
0,122,-0.9091,98,10,0,0.6,1,0.4,4,0,918.3
0,122,-0.7273,95,10,0,0.7,1,0.3,5,0,1509.28
0,122,-0.5,99,10,0,0.6,2,0.4,5,0,752.96
0,122,-0.25,86,10,1,0.7,1,0.3,3,0,2668.19
0,122,-0.1053,78,10,0,0.6,3,0.4,5,0,1126.73
0,122,0.1818,93,10,1,0.6,4,0.4,5,1,1133.99
0,122,0.4348,100,10,1,0.7,2,0.3,3,1,1072.63
0,122,0.5455,90,10,1,0.7,3,0.3,4,0,859.84
0,122,0.6667,94,10,1,0.8,1,0.2,2,1,623.05
0,122,0.9091,97,10,1,0.8,2,0.2,3,1,532.92
0,124,-0.9091,2,1,1,0.6,1,0.4,4,1,1477.79
0,124,-0.7273,13,1,0,0.7,1,0.3,5,0,1933.54
0,124,-0.5,1,1,0,0.6,2,0.4,5,0,5523.81
0,124,-0.25,4,1,0,0.7,1,0.3,3,1,2794.89
0,124,-0.1053,27,1,0,0.6,3,0.4,5,0,1118.64
0,124,0.1818,21,1,0,0.6,4,0.4,5,0,2868.61
0,124,0.4348,15,1,1,0.7,2,0.3,3,1,1140.55
0,124,0.5455,3,1,1,0.7,3,0.3,4,1,1114.12
0,124,0.6667,14,1,1,0.8,1,0.2,2,1,1615.93
0,124,0.9091,7,1,1,0.8,2,0.2,3,1,962.07
0,124,-0.9091,9,2,1,0.6,1,0.4,4,0,1556.46
0,124,-0.7273,19,2,0,0.7,1,0.3,5,0,1402.12
0,124,-0.5,6,2,1,0.6,2,0.4,5,0,2496.98
0,124,-0.25,5,2,1,0.7,1,0.3,3,0,1552.05
0,124,-0.1053,40,2,0,0.6,3,0.4,5,0,454.86
0,124,0.1818,28,2,1,0.6,4,0.4,5,0,822.71
0,124,0.4348,25,2,1,0.7,2,0.3,3,0,836.89
0,124,0.5455,8,2,1,0.7,3,0.3,4,0,1706.93
0,124,0.6667,30,2,1,0.8,1,0.2,2,1,997.12
0,124,0.9091,11,2,0,0.8,2,0.2,3,0,1042.55
0,124,-0.9091,26,3,0,0.6,1,0.4,4,0,1266.15
0,124,-0.7273,20,3,0,0.7,1,0.3,5,1,2208.19
0,124,-0.5,12,3,0,0.6,2,0.4,5,0,1608.55
0,124,-0.25,10,3,0,0.7,1,0.3,3,1,1758.1
0,124,-0.1053,41,3,0,0.6,3,0.4,5,1,1169.41
0,124,0.1818,34,3,0,0.6,4,0.4,5,1,648.32
0,124,0.4348,29,3,1,0.7,2,0.3,3,1,1349.13
0,124,0.5455,22,3,1,0.7,3,0.3,4,1,1000.57
0,124,0.6667,36,3,1,0.8,1,0.2,2,0,1411.44
0,124,0.9091,18,3,1,0.8,2,0.2,3,1,1654.9
0,124,-0.9091,38,4,0,0.6,1,0.4,4,1,603.09
0,124,-0.7273,39,4,0,0.7,1,0.3,5,1,584.67
0,124,-0.5,17,4,0,0.6,2,0.4,5,1,1609.04
0,124,-0.25,16,4,0,0.7,1,0.3,3,0,1269.42
0,124,-0.1053,42,4,0,0.6,3,0.4,5,0,1096.26
0,124,0.1818,43,4,0,0.6,4,0.4,5,0,635.97
0,124,0.4348,31,4,0,0.7,2,0.3,3,1,842.65
0,124,0.5455,35,4,1,0.7,3,0.3,4,0,586.94
0,124,0.6667,48,4,1,0.8,1,0.2,2,1,1046.77
0,124,0.9091,24,4,1,0.8,2,0.2,3,1,1307.67
0,124,-0.9091,51,5,0,0.6,1,0.4,4,0,1041.04
0,124,-0.7273,44,5,0,0.7,1,0.3,5,0,695.35
0,124,-0.5,23,5,0,0.6,2,0.4,5,1,1039.27
0,124,-0.25,47,5,0,0.7,1,0.3,3,0,2016.36
0,124,-0.1053,49,5,0,0.6,3,0.4,5,1,1979.46
0,124,0.1818,46,5,1,0.6,4,0.4,5,1,1219.21
0,124,0.4348,32,5,1,0.7,2,0.3,3,0,2085.99
0,124,0.5455,59,5,1,0.7,3,0.3,4,1,1928.58
0,124,0.6667,62,5,1,0.8,1,0.2,2,1,1105.15
0,124,0.9091,50,5,1,0.8,2,0.2,3,1,1545.98
0,124,-0.9091,65,6,0,0.6,1,0.4,4,1,913.54
0,124,-0.7273,52,6,0,0.7,1,0.3,5,0,1023.54
0,124,-0.5,33,6,0,0.6,2,0.4,5,1,794.41
0,124,-0.25,54,6,1,0.7,1,0.3,3,0,1164.46
0,124,-0.1053,53,6,0,0.6,3,0.4,5,0,1171.87
0,124,0.1818,71,6,1,0.6,4,0.4,5,0,2429.02
0,124,0.4348,37,6,0,0.7,2,0.3,3,0,778.23
0,124,0.5455,75,6,1,0.7,3,0.3,4,1,2098.4
0,124,0.6667,73,6,1,0.8,1,0.2,2,1,1125.1
0,124,0.9091,64,6,1,0.8,2,0.2,3,0,1553.07
0,124,-0.9091,68,7,0,0.6,1,0.4,4,0,1714.11
0,124,-0.7273,56,7,0,0.7,1,0.3,5,0,744.66
0,124,-0.5,45,7,0,0.6,2,0.4,5,1,930.33
0,124,-0.25,60,7,1,0.7,1,0.3,3,1,2168.88
0,124,-0.1053,61,7,0,0.6,3,0.4,5,1,1754.81
0,124,0.1818,76,7,1,0.6,4,0.4,5,1,1581.2
0,124,0.4348,55,7,1,0.7,2,0.3,3,1,1197.22
0,124,0.5455,84,7,0,0.7,3,0.3,4,0,2354.43
0,124,0.6667,83,7,1,0.8,1,0.2,2,1,1729.43
0,124,0.9091,69,7,1,0.8,2,0.2,3,0,916.6
0,124,-0.9091,81,8,0,0.6,1,0.4,4,1,2045.89
0,124,-0.7273,58,8,0,0.7,1,0.3,5,0,1144.89
0,124,-0.5,63,8,0,0.6,2,0.4,5,0,875.21
0,124,-0.25,74,8,1,0.7,1,0.3,3,1,2029.94
0,124,-0.1053,66,8,0,0.6,3,0.4,5,0,1729.48
0,124,0.1818,78,8,1,0.6,4,0.4,5,1,688.53
0,124,0.4348,57,8,1,0.7,2,0.3,3,1,1193.53
0,124,0.5455,86,8,0,0.7,3,0.3,4,0,723.31
0,124,0.6667,87,8,1,0.8,1,0.2,2,0,1013.56
0,124,0.9091,77,8,1,0.8,2,0.2,3,1,1019.12
0,124,-0.9091,82,9,0,0.6,1,0.4,4,0,968.69
0,124,-0.7273,70,9,0,0.7,1,0.3,5,1,1382.47
0,124,-0.5,93,9,0,0.6,2,0.4,5,1,818.32
0,124,-0.25,85,9,0,0.7,1,0.3,3,1,1514.88
0,124,-0.1053,67,9,0,0.6,3,0.4,5,0,820.27
0,124,0.1818,90,9,0,0.6,4,0.4,5,0,1525.64
0,124,0.4348,72,9,1,0.7,2,0.3,3,0,938.04
0,124,0.5455,94,9,0,0.7,3,0.3,4,0,1055.87
0,124,0.6667,88,9,1,0.8,1,0.2,2,1,1851.58
0,124,0.9091,80,9,1,0.8,2,0.2,3,1,674.51
0,124,-0.9091,92,10,0,0.6,1,0.4,4,1,564.07
0,124,-0.7273,79,10,0,0.7,1,0.3,5,0,787
0,124,-0.5,96,10,0,0.6,2,0.4,5,1,1429.34
0,124,-0.25,91,10,0,0.7,1,0.3,3,0,837.87
0,124,-0.1053,100,10,0,0.6,3,0.4,5,1,926.63
0,124,0.1818,98,10,0,0.6,4,0.4,5,0,1159.15
0,124,0.4348,99,10,1,0.7,2,0.3,3,1,1552.17
0,124,0.5455,95,10,1,0.7,3,0.3,4,1,949.8
0,124,0.6667,89,10,1,0.8,1,0.2,2,1,1625.05
0,124,0.9091,97,10,1,0.8,2,0.2,3,0,1385.35
0,125,-0.9091,3,1,0,0.6,1,0.4,4,1,4487.3
0,125,-0.7273,9,1,0,0.7,1,0.3,5,1,4521.97
0,125,-0.5,5,1,0,0.6,2,0.4,5,0,6877.53
0,125,-0.25,16,1,1,0.7,1,0.3,3,0,3440.57
0,125,-0.1053,14,1,0,0.6,3,0.4,5,0,1914.88
0,125,0.1818,18,1,1,0.6,4,0.4,5,1,2087.23
0,125,0.4348,1,1,1,0.7,2,0.3,3,1,5175.26
0,125,0.5455,2,1,1,0.7,3,0.3,4,1,4574.83
0,125,0.6667,4,1,1,0.8,1,0.2,2,1,2926.36
0,125,0.9091,17,1,1,0.8,2,0.2,3,1,1985.89
0,125,-0.9091,6,2,0,0.6,1,0.4,4,0,4551.27
0,125,-0.7273,12,2,0,0.7,1,0.3,5,0,7826.28
0,125,-0.5,13,2,1,0.6,2,0.4,5,0,2563.8
0,125,-0.25,22,2,1,0.7,1,0.3,3,1,2358.4
0,125,-0.1053,29,2,1,0.6,3,0.4,5,1,3191.51
0,125,0.1818,31,2,1,0.6,4,0.4,5,1,2474.54
0,125,0.4348,7,2,1,0.7,2,0.3,3,0,2836.43
0,125,0.5455,21,2,1,0.7,3,0.3,4,1,6297.41
0,125,0.6667,20,2,1,0.8,1,0.2,2,1,1822.08
0,125,0.9091,39,2,1,0.8,2,0.2,3,1,1795.57
0,125,-0.9091,8,3,0,0.6,1,0.4,4,1,6094.24
0,125,-0.7273,19,3,0,0.7,1,0.3,5,0,3676.35
0,125,-0.5,34,3,1,0.6,2,0.4,5,0,2193.32
0,125,-0.25,35,3,1,0.7,1,0.3,3,0,4582.36
0,125,-0.1053,59,3,1,0.6,3,0.4,5,1,3209.86
0,125,0.1818,32,3,1,0.6,4,0.4,5,0,2359.14
0,125,0.4348,10,3,1,0.7,2,0.3,3,0,3897.63
