cued,subj,EVR,Trl,Rep,hiPchoice,hiprob,lomag,loprob,himag
1,328,-0.7273,85,8,0,0.7,1,0.3,5
1,328,-0.5263,74,8,0,0.7,1,0.3,4
1,328,-0.2857,77,8,1,0.6,2,0.4,4
1,328,0,67,8,1,0.6,2,0.4,3
1,328,0.3333,54,8,1,0.7,3,0.3,5
1,328,0.4615,72,8,1,0.8,2,0.2,5
1,328,0.6667,69,8,0,0.8,1,0.2,2
1,328,0.8235,63,8,1,0.8,3,0.2,5
1,328,1,94,8,1,0.8,3,0.2,4
1,328,-0.9091,90,9,0,0.6,1,0.4,4
1,328,-0.7273,88,9,0,0.7,1,0.3,5
1,328,-0.5263,93,9,0,0.7,1,0.3,4
1,328,-0.2857,89,9,1,0.6,2,0.4,4
1,328,0,71,9,1,0.6,2,0.4,3
1,328,0.3333,86,9,1,0.7,3,0.3,5
1,328,0.4615,81,9,1,0.8,2,0.2,5
1,328,0.6667,78,9,1,0.8,1,0.2,2
1,328,0.8235,64,9,1,0.8,3,0.2,5
1,328,1,95,9,1,0.8,3,0.2,4
1,328,-0.9091,91,10,0,0.6,1,0.4,4
1,328,-0.7273,100,10,0,0.7,1,0.3,5
1,328,-0.5263,97,10,0,0.7,1,0.3,4
1,328,-0.2857,98,10,1,0.6,2,0.4,4
1,328,0,79,10,1,0.6,2,0.4,3
1,328,0.3333,96,10,1,0.7,3,0.3,5
1,328,0.4615,87,10,1,0.8,2,0.2,5
1,328,0.6667,83,10,1,0.8,1,0.2,2
1,328,0.8235,92,10,1,0.8,3,0.2,5
1,328,1,99,10,1,0.8,3,0.2,4
1,329,-0.9091,8,1,0,0.6,1,0.4,4
1,329,-0.7273,5,1,0,0.7,1,0.3,5
1,329,-0.5263,24,1,0,0.7,1,0.3,4
1,329,-0.2857,15,1,1,0.6,2,0.4,4
1,329,0,6,1,1,0.6,2,0.4,3
1,329,0.3333,10,1,1,0.7,3,0.3,5
1,329,0.4615,1,1,0,0.8,2,0.2,5
1,329,0.6667,12,1,0,0.8,1,0.2,2
1,329,0.8235,23,1,0,0.8,3,0.2,5
1,329,1,4,1,0,0.8,3,0.2,4
1,329,-0.9091,13,2,0,0.6,1,0.4,4
1,329,-0.7273,7,2,0,0.7,1,0.3,5
1,329,-0.5263,42,2,0,0.7,1,0.3,4
1,329,-0.2857,16,2,0,0.6,2,0.4,4
1,329,0,17,2,1,0.6,2,0.4,3
1,329,0.3333,21,2,1,0.7,3,0.3,5
1,329,0.4615,2,2,1,0.8,2,0.2,5
1,329,0.6667,33,2,1,0.8,1,0.2,2
1,329,0.8235,29,2,1,0.8,3,0.2,5
1,329,1,9,2,1,0.8,3,0.2,4
1,329,-0.9091,14,3,0,0.6,1,0.4,4
1,329,-0.7273,26,3,1,0.7,1,0.3,5
1,329,-0.5263,45,3,1,0.7,1,0.3,4
1,329,-0.2857,27,3,1,0.6,2,0.4,4
1,329,0,28,3,1,0.6,2,0.4,3
1,329,0.3333,46,3,1,0.7,3,0.3,5
1,329,0.4615,3,3,0,0.8,2,0.2,5
1,329,0.6667,36,3,1,0.8,1,0.2,2
1,329,0.8235,32,3,1,0.8,3,0.2,5
1,329,1,19,3,1,0.8,3,0.2,4
1,329,-0.9091,18,4,1,0.6,1,0.4,4
1,329,-0.7273,34,4,1,0.7,1,0.3,5
1,329,-0.5263,47,4,0,0.7,1,0.3,4
1,329,-0.2857,40,4,1,0.6,2,0.4,4
1,329,0,35,4,1,0.6,2,0.4,3
1,329,0.3333,48,4,1,0.7,3,0.3,5
1,329,0.4615,11,4,0,0.8,2,0.2,5
1,329,0.6667,38,4,1,0.8,1,0.2,2
1,329,0.8235,53,4,1,0.8,3,0.2,5
1,329,1,20,4,0,0.8,3,0.2,4
1,329,-0.9091,25,5,0,0.6,1,0.4,4
1,329,-0.7273,57,5,0,0.7,1,0.3,5
1,329,-0.5263,51,5,0,0.7,1,0.3,4
1,329,-0.2857,61,5,1,0.6,2,0.4,4
1,329,0,37,5,1,0.6,2,0.4,3
1,329,0.3333,52,5,1,0.7,3,0.3,5
1,329,0.4615,31,5,1,0.8,2,0.2,5
1,329,0.6667,39,5,1,0.8,1,0.2,2
1,329,0.8235,63,5,1,0.8,3,0.2,5
1,329,1,22,5,0,0.8,3,0.2,4
1,329,-0.9091,30,6,0,0.6,1,0.4,4
1,329,-0.7273,60,6,1,0.7,1,0.3,5
1,329,-0.5263,74,6,1,0.7,1,0.3,4
1,329,-0.2857,64,6,1,0.6,2,0.4,4
1,329,0,69,6,1,0.6,2,0.4,3
1,329,0.3333,55,6,1,0.7,3,0.3,5
1,329,0.4615,59,6,1,0.8,2,0.2,5
1,329,0.6667,41,6,1,0.8,1,0.2,2
1,329,0.8235,67,6,1,0.8,3,0.2,5
1,329,1,50,6,1,0.8,3,0.2,4
1,329,-0.9091,44,7,0,0.6,1,0.4,4
1,329,-0.7273,75,7,0,0.7,1,0.3,5
1,329,-0.5263,76,7,0,0.7,1,0.3,4
1,329,-0.2857,83,7,1,0.6,2,0.4,4
1,329,0,86,7,1,0.6,2,0.4,3
1,329,0.3333,62,7,1,0.7,3,0.3,5
1,329,0.4615,66,7,0,0.8,2,0.2,5
1,329,0.6667,43,7,1,0.8,1,0.2,2
1,329,0.8235,77,7,1,0.8,3,0.2,5
1,329,1,56,7,1,0.8,3,0.2,4
1,329,-0.9091,72,8,0,0.6,1,0.4,4
1,329,-0.7273,80,8,0,0.7,1,0.3,5
1,329,-0.5263,78,8,0,0.7,1,0.3,4
1,329,-0.2857,85,8,1,0.6,2,0.4,4
1,329,0,87,8,0,0.6,2,0.4,3
1,329,0.3333,71,8,1,0.7,3,0.3,5
1,329,0.4615,68,8,1,0.8,2,0.2,5
1,329,0.6667,49,8,0,0.8,1,0.2,2
1,329,0.8235,89,8,1,0.8,3,0.2,5
1,329,1,58,8,1,0.8,3,0.2,4
1,329,-0.9091,94,9,1,0.6,1,0.4,4
1,329,-0.7273,92,9,0,0.7,1,0.3,5
1,329,-0.5263,79,9,1,0.7,1,0.3,4
1,329,-0.2857,91,9,1,0.6,2,0.4,4
1,329,0,93,9,1,0.6,2,0.4,3
1,329,0.3333,82,9,1,0.7,3,0.3,5
1,329,0.4615,81,9,1,0.8,2,0.2,5
1,329,0.6667,54,9,1,0.8,1,0.2,2
1,329,0.8235,90,9,1,0.8,3,0.2,5
1,329,1,65,9,1,0.8,3,0.2,4
1,329,-0.9091,97,10,0,0.6,1,0.4,4
1,329,-0.7273,99,10,1,0.7,1,0.3,5
1,329,-0.5263,88,10,1,0.7,1,0.3,4
1,329,-0.2857,98,10,1,0.6,2,0.4,4
1,329,0,95,10,1,0.6,2,0.4,3
1,329,0.3333,84,10,1,0.7,3,0.3,5
1,329,0.4615,100,10,1,0.8,2,0.2,5
1,329,0.6667,70,10,0,0.8,1,0.2,2
1,329,0.8235,96,10,1,0.8,3,0.2,5
1,329,1,73,10,1,0.8,3,0.2,4
1,330,-0.9091,8,1,0,0.6,1,0.4,4
1,330,-0.7273,1,1,0,0.7,1,0.3,5
1,330,-0.5263,24,1,0,0.7,1,0.3,4
1,330,-0.2857,7,1,1,0.6,2,0.4,4
1,330,0,3,1,1,0.6,2,0.4,3
1,330,0.3333,4,1,1,0.7,3,0.3,5
1,330,0.4615,15,1,0,0.8,2,0.2,5
1,330,0.6667,22,1,0,0.8,1,0.2,2
1,330,0.8235,2,1,0,0.8,3,0.2,5
1,330,1,14,1,0,0.8,3,0.2,4
1,330,-0.9091,17,2,0,0.6,1,0.4,4
1,330,-0.7273,5,2,1,0.7,1,0.3,5
1,330,-0.5263,35,2,0,0.7,1,0.3,4
1,330,-0.2857,9,2,1,0.6,2,0.4,4
1,330,0,12,2,0,0.6,2,0.4,3
1,330,0.3333,13,2,0,0.7,3,0.3,5
1,330,0.4615,19,2,0,0.8,2,0.2,5
1,330,0.6667,26,2,1,0.8,1,0.2,2
1,330,0.8235,6,2,1,0.8,3,0.2,5
1,330,1,43,2,1,0.8,3,0.2,4
1,330,-0.9091,25,3,1,0.6,1,0.4,4
1,330,-0.7273,21,3,1,0.7,1,0.3,5
1,330,-0.5263,47,3,1,0.7,1,0.3,4
1,330,-0.2857,16,3,0,0.6,2,0.4,4
1,330,0,23,3,0,0.6,2,0.4,3
1,330,0.3333,30,3,1,0.7,3,0.3,5
1,330,0.4615,20,3,1,0.8,2,0.2,5
1,330,0.6667,33,3,0,0.8,1,0.2,2
1,330,0.8235,10,3,1,0.8,3,0.2,5
1,330,1,44,3,1,0.8,3,0.2,4
1,330,-0.9091,38,4,0,0.6,1,0.4,4
1,330,-0.7273,32,4,1,0.7,1,0.3,5
1,330,-0.5263,54,4,0,0.7,1,0.3,4
1,330,-0.2857,18,4,0,0.6,2,0.4,4
1,330,0,28,4,0,0.6,2,0.4,3
1,330,0.3333,37,4,1,0.7,3,0.3,5
1,330,0.4615,51,4,0,0.8,2,0.2,5
1,330,0.6667,55,4,1,0.8,1,0.2,2
1,330,0.8235,11,4,1,0.8,3,0.2,5
1,330,1,45,4,0,0.8,3,0.2,4
1,330,-0.9091,40,5,0,0.6,1,0.4,4
1,330,-0.7273,34,5,0,0.7,1,0.3,5
1,330,-0.5263,66,5,1,0.7,1,0.3,4
1,330,-0.2857,27,5,0,0.6,2,0.4,4
1,330,0,41,5,1,0.6,2,0.4,3
1,330,0.3333,53,5,0,0.7,3,0.3,5
1,330,0.4615,57,5,0,0.8,2,0.2,5
1,330,0.6667,62,5,0,0.8,1,0.2,2
1,330,0.8235,29,5,0,0.8,3,0.2,5
1,330,1,49,5,1,0.8,3,0.2,4
1,330,-0.9091,46,6,1,0.6,1,0.4,4
1,330,-0.7273,36,6,0,0.7,1,0.3,5
1,330,-0.5263,67,6,0,0.7,1,0.3,4
1,330,-0.2857,50,6,0,0.6,2,0.4,4
1,330,0,42,6,0,0.6,2,0.4,3
1,330,0.3333,64,6,1,0.7,3,0.3,5
1,330,0.4615,68,6,0,0.8,2,0.2,5
1,330,0.6667,72,6,1,0.8,1,0.2,2
1,330,0.8235,31,6,0,0.8,3,0.2,5
1,330,1,58,6,1,0.8,3,0.2,4
1,330,-0.9091,56,7,0,0.6,1,0.4,4
1,330,-0.7273,39,7,0,0.7,1,0.3,5
1,330,-0.5263,69,7,1,0.7,1,0.3,4
1,330,-0.2857,52,7,0,0.6,2,0.4,4
1,330,0,48,7,0,0.6,2,0.4,3
1,330,0.3333,65,7,0,0.7,3,0.3,5
1,330,0.4615,73,7,0,0.8,2,0.2,5
1,330,0.6667,77,7,1,0.8,1,0.2,2
1,330,0.8235,59,7,0,0.8,3,0.2,5
1,330,1,70,7,1,0.8,3,0.2,4
1,330,-0.9091,82,8,1,0.6,1,0.4,4
1,330,-0.7273,60,8,1,0.7,1,0.3,5
1,330,-0.5263,71,8,0,0.7,1,0.3,4
1,330,-0.2857,63,8,0,0.6,2,0.4,4
1,330,0,85,8,1,0.6,2,0.4,3
1,330,0.3333,74,8,1,0.7,3,0.3,5
1,330,0.4615,79,8,0,0.8,2,0.2,5
1,330,0.6667,87,8,1,0.8,1,0.2,2
1,330,0.8235,61,8,0,0.8,3,0.2,5
1,330,1,80,8,1,0.8,3,0.2,4
1,330,-0.9091,97,9,1,0.6,1,0.4,4
1,330,-0.7273,84,9,0,0.7,1,0.3,5
1,330,-0.5263,75,9,0,0.7,1,0.3,4
1,330,-0.2857,76,9,1,0.6,2,0.4,4
1,330,0,93,9,0,0.6,2,0.4,3
1,330,0.3333,89,9,0,0.7,3,0.3,5
1,330,0.4615,86,9,1,0.8,2,0.2,5
1,330,0.6667,92,9,1,0.8,1,0.2,2
1,330,0.8235,83,9,0,0.8,3,0.2,5
1,330,1,81,9,0,0.8,3,0.2,4
1,330,-0.9091,98,10,0,0.6,1,0.4,4
1,330,-0.7273,99,10,0,0.7,1,0.3,5
1,330,-0.5263,78,10,0,0.7,1,0.3,4
1,330,-0.2857,95,10,1,0.6,2,0.4,4
1,330,0,100,10,1,0.6,2,0.4,3
1,330,0.3333,91,10,0,0.7,3,0.3,5
1,330,0.4615,94,10,1,0.8,2,0.2,5
1,330,0.6667,96,10,0,0.8,1,0.2,2
1,330,0.8235,90,10,0,0.8,3,0.2,5
1,330,1,88,10,0,0.8,3,0.2,4
1,331,-0.9091,23,1,0,0.6,1,0.4,4
1,331,-0.7273,1,1,0,0.7,1,0.3,5
1,331,-0.5263,6,1,0,0.7,1,0.3,4
1,331,-0.2857,9,1,0,0.6,2,0.4,4
1,331,0,17,1,0,0.6,2,0.4,3
1,331,0.3333,4,1,1,0.7,3,0.3,5
1,331,0.4615,11,1,0,0.8,2,0.2,5
1,331,0.6667,5,1,0,0.8,1,0.2,2
1,331,0.8235,2,1,1,0.8,3,0.2,5
1,331,1,15,1,1,0.8,3,0.2,4
1,331,-0.9091,31,2,0,0.6,1,0.4,4
1,331,-0.7273,3,2,0,0.7,1,0.3,5
1,331,-0.5263,10,2,0,0.7,1,0.3,4
1,331,-0.2857,14,2,0,0.6,2,0.4,4
1,331,0,28,2,0,0.6,2,0.4,3
1,331,0.3333,8,2,1,0.7,3,0.3,5
1,331,0.4615,18,2,0,0.8,2,0.2,5
1,331,0.6667,7,2,1,0.8,1,0.2,2
1,331,0.8235,27,2,1,0.8,3,0.2,5
1,331,1,21,2,1,0.8,3,0.2,4
1,331,-0.9091,34,3,0,0.6,1,0.4,4
1,331,-0.7273,19,3,0,0.7,1,0.3,5
1,331,-0.5263,39,3,0,0.7,1,0.3,4
1,331,-0.2857,16,3,1,0.6,2,0.4,4
1,331,0,35,3,0,0.6,2,0.4,3
1,331,0.3333,12,3,1,0.7,3,0.3,5
1,331,0.4615,22,3,1,0.8,2,0.2,5
1,331,0.6667,13,3,1,0.8,1,0.2,2
1,331,0.8235,30,3,1,0.8,3,0.2,5
1,331,1,29,3,1,0.8,3,0.2,4
1,331,-0.9091,38,4,0,0.6,1,0.4,4
1,331,-0.7273,25,4,0,0.7,1,0.3,5
1,331,-0.5263,45,4,0,0.7,1,0.3,4
1,331,-0.2857,24,4,0,0.6,2,0.4,4
1,331,0,40,4,0,0.6,2,0.4,3
1,331,0.3333,46,4,1,0.7,3,0.3,5
1,331,0.4615,26,4,1,0.8,2,0.2,5
1,331,0.6667,20,4,1,0.8,1,0.2,2
1,331,0.8235,32,4,1,0.8,3,0.2,5
1,331,1,50,4,0,0.8,3,0.2,4
1,331,-0.9091,55,5,0,0.6,1,0.4,4
1,331,-0.7273,52,5,1,0.7,1,0.3,5
1,331,-0.5263,47,5,0,0.7,1,0.3,4
1,331,-0.2857,37,5,0,0.6,2,0.4,4
1,331,0,43,5,0,0.6,2,0.4,3
1,331,0.3333,51,5,1,0.7,3,0.3,5
1,331,0.4615,36,5,1,0.8,2,0.2,5
1,331,0.6667,41,5,1,0.8,1,0.2,2
1,331,0.8235,33,5,1,0.8,3,0.2,5
1,331,1,58,5,1,0.8,3,0.2,4
1,331,-0.9091,64,6,0,0.6,1,0.4,4
1,331,-0.7273,54,6,0,0.7,1,0.3,5
1,331,-0.5263,49,6,1,0.7,1,0.3,4
1,331,-0.2857,44,6,1,0.6,2,0.4,4
1,331,0,48,6,1,0.6,2,0.4,3
1,331,0.3333,66,6,0,0.7,3,0.3,5
1,331,0.4615,42,6,0,0.8,2,0.2,5
1,331,0.6667,53,6,1,0.8,1,0.2,2
1,331,0.8235,61,6,1,0.8,3,0.2,5
1,331,1,79,6,1,0.8,3,0.2,4
1,331,-0.9091,65,7,0,0.6,1,0.4,4
1,331,-0.7273,60,7,0,0.7,1,0.3,5
1,331,-0.5263,68,7,1,0.7,1,0.3,4
1,331,-0.2857,59,7,0,0.6,2,0.4,4
1,331,0,56,7,1,0.6,2,0.4,3
1,331,0.3333,70,7,1,0.7,3,0.3,5
1,331,0.4615,75,7,1,0.8,2,0.2,5
1,331,0.6667,78,7,1,0.8,1,0.2,2
1,331,0.8235,63,7,1,0.8,3,0.2,5
1,331,1,84,7,1,0.8,3,0.2,4
1,331,-0.9091,73,8,0,0.6,1,0.4,4
1,331,-0.7273,62,8,0,0.7,1,0.3,5
1,331,-0.5263,69,8,0,0.7,1,0.3,4
1,331,-0.2857,74,8,0,0.6,2,0.4,4
1,331,0,57,8,0,0.6,2,0.4,3
1,331,0.3333,72,8,1,0.7,3,0.3,5
1,331,0.4615,86,8,1,0.8,2,0.2,5
1,331,0.6667,90,8,1,0.8,1,0.2,2
1,331,0.8235,71,8,1,0.8,3,0.2,5
1,331,1,88,8,1,0.8,3,0.2,4
1,331,-0.9091,80,9,0,0.6,1,0.4,4
1,331,-0.7273,93,9,0,0.7,1,0.3,5
1,331,-0.5263,76,9,0,0.7,1,0.3,4
1,331,-0.2857,81,9,0,0.6,2,0.4,4
1,331,0,67,9,1,0.6,2,0.4,3
1,331,0.3333,85,9,1,0.7,3,0.3,5
1,331,0.4615,87,9,1,0.8,2,0.2,5
1,331,0.6667,98,9,1,0.8,1,0.2,2
1,331,0.8235,82,9,1,0.8,3,0.2,5
1,331,1,89,9,1,0.8,3,0.2,4
1,331,-0.9091,83,10,0,0.6,1,0.4,4
1,331,-0.7273,96,10,0,0.7,1,0.3,5
1,331,-0.5263,77,10,0,0.7,1,0.3,4
1,331,-0.2857,94,10,1,0.6,2,0.4,4
1,331,0,92,10,0,0.6,2,0.4,3
1,331,0.3333,95,10,1,0.7,3,0.3,5
1,331,0.4615,91,10,0,0.8,2,0.2,5
1,331,0.6667,100,10,1,0.8,1,0.2,2
1,331,0.8235,97,10,1,0.8,3,0.2,5
1,331,1,99,10,1,0.8,3,0.2,4
1,332,-0.9091,10,1,0,0.6,1,0.4,4
1,332,-0.7273,2,1,0,0.7,1,0.3,5
1,332,-0.5263,1,1,0,0.7,1,0.3,4
1,332,-0.2857,12,1,1,0.6,2,0.4,4
1,332,0,3,1,0,0.6,2,0.4,3
1,332,0.3333,16,1,1,0.7,3,0.3,5
1,332,0.4615,9,1,1,0.8,2,0.2,5
1,332,0.6667,33,1,1,0.8,1,0.2,2
1,332,0.8235,24,1,0,0.8,3,0.2,5
1,332,1,5,1,1,0.8,3,0.2,4
1,332,-0.9091,17,2,0,0.6,1,0.4,4
1,332,-0.7273,4,2,0,0.7,1,0.3,5
1,332,-0.5263,7,2,0,0.7,1,0.3,4
1,332,-0.2857,14,2,1,0.6,2,0.4,4
1,332,0,15,2,1,0.6,2,0.4,3
1,332,0.3333,28,2,1,0.7,3,0.3,5
1,332,0.4615,11,2,0,0.8,2,0.2,5
1,332,0.6667,35,2,1,0.8,1,0.2,2
1,332,0.8235,36,2,0,0.8,3,0.2,5
1,332,1,6,2,1,0.8,3,0.2,4
1,332,-0.9091,27,3,0,0.6,1,0.4,4
1,332,-0.7273,8,3,0,0.7,1,0.3,5
1,332,-0.5263,22,3,0,0.7,1,0.3,4
1,332,-0.2857,38,3,1,0.6,2,0.4,4
1,332,0,19,3,1,0.6,2,0.4,3
1,332,0.3333,32,3,1,0.7,3,0.3,5
1,332,0.4615,13,3,1,0.8,2,0.2,5
1,332,0.6667,63,3,1,0.8,1,0.2,2
1,332,0.8235,40,3,1,0.8,3,0.2,5
1,332,1,21,3,1,0.8,3,0.2,4
1,332,-0.9091,45,4,0,0.6,1,0.4,4
1,332,-0.7273,18,4,0,0.7,1,0.3,5
1,332,-0.5263,25,4,0,0.7,1,0.3,4
1,332,-0.2857,48,4,0,0.6,2,0.4,4
1,332,0,20,4,1,0.6,2,0.4,3
1,332,0.3333,34,4,1,0.7,3,0.3,5
1,332,0.4615,30,4,1,0.8,2,0.2,5
1,332,0.6667,72,4,1,0.8,1,0.2,2
1,332,0.8235,42,4,1,0.8,3,0.2,5
1,332,1,31,4,1,0.8,3,0.2,4
1,332,-0.9091,54,5,0,0.6,1,0.4,4
1,332,-0.7273,39,5,0,0.7,1,0.3,5
1,332,-0.5263,41,5,0,0.7,1,0.3,4
1,332,-0.2857,66,5,1,0.6,2,0.4,4
1,332,0,23,5,1,0.6,2,0.4,3
1,332,0.3333,56,5,1,0.7,3,0.3,5
1,332,0.4615,49,5,1,0.8,2,0.2,5
1,332,0.6667,76,5,1,0.8,1,0.2,2
1,332,0.8235,57,5,1,0.8,3,0.2,5
1,332,1,37,5,1,0.8,3,0.2,4
1,332,-0.9091,74,6,0,0.6,1,0.4,4
1,332,-0.7273,44,6,0,0.7,1,0.3,5
1,332,-0.5263,47,6,1,0.7,1,0.3,4
1,332,-0.2857,70,6,0,0.6,2,0.4,4
1,332,0,26,6,1,0.6,2,0.4,3
1,332,0.3333,60,6,1,0.7,3,0.3,5
1,332,0.4615,50,6,1,0.8,2,0.2,5
1,332,0.6667,82,6,1,0.8,1,0.2,2
1,332,0.8235,61,6,1,0.8,3,0.2,5
1,332,1,46,6,1,0.8,3,0.2,4
1,332,-0.9091,88,7,0,0.6,1,0.4,4
1,332,-0.7273,58,7,0,0.7,1,0.3,5
1,332,-0.5263,51,7,0,0.7,1,0.3,4
1,332,-0.2857,77,7,0,0.6,2,0.4,4
1,332,0,29,7,1,0.6,2,0.4,3
1,332,0.3333,62,7,1,0.7,3,0.3,5
1,332,0.4615,79,7,1,0.8,2,0.2,5
1,332,0.6667,86,7,1,0.8,1,0.2,2
1,332,0.8235,73,7,1,0.8,3,0.2,5
1,332,1,52,7,1,0.8,3,0.2,4
1,332,-0.9091,89,8,0,0.6,1,0.4,4
1,332,-0.7273,64,8,0,0.7,1,0.3,5
1,332,-0.5263,53,8,0,0.7,1,0.3,4
1,332,-0.2857,84,8,1,0.6,2,0.4,4
1,332,0,43,8,1,0.6,2,0.4,3
1,332,0.3333,69,8,1,0.7,3,0.3,5
1,332,0.4615,80,8,1,0.8,2,0.2,5
1,332,0.6667,90,8,1,0.8,1,0.2,2
1,332,0.8235,78,8,1,0.8,3,0.2,5
1,332,1,55,8,1,0.8,3,0.2,4
1,332,-0.9091,93,9,0,0.6,1,0.4,4
1,332,-0.7273,67,9,0,0.7,1,0.3,5
1,332,-0.5263,59,9,0,0.7,1,0.3,4
1,332,-0.2857,87,9,1,0.6,2,0.4,4
1,332,0,65,9,1,0.6,2,0.4,3
1,332,0.3333,83,9,1,0.7,3,0.3,5
1,332,0.4615,81,9,1,0.8,2,0.2,5
1,332,0.6667,92,9,1,0.8,1,0.2,2
1,332,0.8235,85,9,1,0.8,3,0.2,5
1,332,1,68,9,1,0.8,3,0.2,4
1,332,-0.9091,96,10,0,0.6,1,0.4,4
1,332,-0.7273,75,10,0,0.7,1,0.3,5
1,332,-0.5263,95,10,0,0.7,1,0.3,4
1,332,-0.2857,99,10,1,0.6,2,0.4,4
1,332,0,91,10,1,0.6,2,0.4,3
1,332,0.3333,100,10,0,0.7,3,0.3,5
1,332,0.4615,97,10,1,0.8,2,0.2,5
1,332,0.6667,94,10,1,0.8,1,0.2,2
1,332,0.8235,98,10,1,0.8,3,0.2,5
1,332,1,71,10,1,0.8,3,0.2,4
1,333,-0.9091,1,1,1,0.6,1,0.4,4
1,333,-0.7273,7,1,1,0.7,1,0.3,5
1,333,-0.5263,3,1,1,0.7,1,0.3,4
1,333,-0.2857,22,1,1,0.6,2,0.4,4
1,333,0,8,1,1,0.6,2,0.4,3
1,333,0.3333,4,1,1,0.7,3,0.3,5
1,333,0.4615,36,1,1,0.8,2,0.2,5
1,333,0.6667,6,1,1,0.8,1,0.2,2
1,333,0.8235,2,1,1,0.8,3,0.2,5
1,333,1,20,1,1,0.8,3,0.2,4
1,333,-0.9091,5,2,1,0.6,1,0.4,4
1,333,-0.7273,10,2,1,0.7,1,0.3,5
1,333,-0.5263,11,2,1,0.7,1,0.3,4
1,333,-0.2857,26,2,1,0.6,2,0.4,4
1,333,0,17,2,1,0.6,2,0.4,3
1,333,0.3333,19,2,1,0.7,3,0.3,5
1,333,0.4615,45,2,1,0.8,2,0.2,5
1,333,0.6667,9,2,1,0.8,1,0.2,2
1,333,0.8235,13,2,1,0.8,3,0.2,5
1,333,1,25,2,1,0.8,3,0.2,4
1,333,-0.9091,18,3,1,0.6,1,0.4,4
1,333,-0.7273,16,3,1,0.7,1,0.3,5
1,333,-0.5263,28,3,1,0.7,1,0.3,4
1,333,-0.2857,30,3,1,0.6,2,0.4,4
1,333,0,37,3,1,0.6,2,0.4,3
1,333,0.3333,23,3,1,0.7,3,0.3,5
1,333,0.4615,48,3,1,0.8,2,0.2,5
1,333,0.6667,12,3,1,0.8,1,0.2,2
1,333,0.8235,14,3,1,0.8,3,0.2,5
1,333,1,29,3,1,0.8,3,0.2,4
1,333,-0.9091,21,4,1,0.6,1,0.4,4
1,333,-0.7273,27,4,1,0.7,1,0.3,5
1,333,-0.5263,31,4,1,0.7,1,0.3,4
1,333,-0.2857,40,4,1,0.6,2,0.4,4
1,333,0,39,4,1,0.6,2,0.4,3
1,333,0.3333,24,4,1,0.7,3,0.3,5
1,333,0.4615,53,4,1,0.8,2,0.2,5
1,333,0.6667,15,4,1,0.8,1,0.2,2
1,333,0.8235,47,4,1,0.8,3,0.2,5
1,333,1,41,4,1,0.8,3,0.2,4
1,333,-0.9091,33,5,1,0.6,1,0.4,4
1,333,-0.7273,35,5,1,0.7,1,0.3,5
1,333,-0.5263,50,5,1,0.7,1,0.3,4
1,333,-0.2857,54,5,1,0.6,2,0.4,4
1,333,0,43,5,1,0.6,2,0.4,3
1,333,0.3333,32,5,1,0.7,3,0.3,5
1,333,0.4615,59,5,1,0.8,2,0.2,5
1,333,0.6667,38,5,1,0.8,1,0.2,2
1,333,0.8235,51,5,1,0.8,3,0.2,5
1,333,1,42,5,1,0.8,3,0.2,4
1,333,-0.9091,34,6,1,0.6,1,0.4,4
1,333,-0.7273,55,6,0,0.7,1,0.3,5
1,333,-0.5263,56,6,1,0.7,1,0.3,4
1,333,-0.2857,57,6,1,0.6,2,0.4,4
1,333,0,49,6,1,0.6,2,0.4,3
1,333,0.3333,61,6,1,0.7,3,0.3,5
1,333,0.4615,69,6,0,0.8,2,0.2,5
1,333,0.6667,46,6,1,0.8,1,0.2,2
1,333,0.8235,52,6,1,0.8,3,0.2,5
1,333,1,60,6,1,0.8,3,0.2,4
1,333,-0.9091,44,7,1,0.6,1,0.4,4
1,333,-0.7273,71,7,0,0.7,1,0.3,5
1,333,-0.5263,58,7,0,0.7,1,0.3,4
1,333,-0.2857,81,7,1,0.6,2,0.4,4
1,333,0,63,7,1,0.6,2,0.4,3
1,333,0.3333,62,7,1,0.7,3,0.3,5
1,333,0.4615,77,7,1,0.8,2,0.2,5
1,333,0.6667,65,7,1,0.8,1,0.2,2
1,333,0.8235,68,7,1,0.8,3,0.2,5
1,333,1,70,7,1,0.8,3,0.2,4
1,333,-0.9091,82,8,1,0.6,1,0.4,4
1,333,-0.7273,74,8,1,0.7,1,0.3,5
1,333,-0.5263,66,8,1,0.7,1,0.3,4
1,333,-0.2857,84,8,1,0.6,2,0.4,4
1,333,0,83,8,1,0.6,2,0.4,3
1,333,0.3333,64,8,1,0.7,3,0.3,5
1,333,0.4615,89,8,1,0.8,2,0.2,5
1,333,0.6667,79,8,1,0.8,1,0.2,2
1,333,0.8235,76,8,1,0.8,3,0.2,5
1,333,1,78,8,1,0.8,3,0.2,4
1,333,-0.9091,87,9,1,0.6,1,0.4,4
1,333,-0.7273,75,9,1,0.7,1,0.3,5
1,333,-0.5263,72,9,1,0.7,1,0.3,4
1,333,-0.2857,90,9,0,0.6,2,0.4,4
1,333,0,92,9,1,0.6,2,0.4,3
1,333,0.3333,67,9,1,0.7,3,0.3,5
1,333,0.4615,91,9,1,0.8,2,0.2,5
1,333,0.6667,85,9,1,0.8,1,0.2,2
1,333,0.8235,80,9,1,0.8,3,0.2,5
1,333,1,88,9,1,0.8,3,0.2,4
1,333,-0.9091,100,10,1,0.6,1,0.4,4
