cued,subj,EVR,Trl,Rep,hiPchoice,hiprob,lomag,loprob,himag
1,354,-0.2857,44,6,1,0.6,2,0.4,4
1,354,0,40,6,1,0.6,2,0.4,3
1,354,0.3333,65,6,1,0.7,3,0.3,5
1,354,0.4615,49,6,0,0.8,2,0.2,5
1,354,0.6667,68,6,1,0.8,1,0.2,2
1,354,0.8235,73,6,1,0.8,3,0.2,5
1,354,1,64,6,1,0.8,3,0.2,4
1,354,-0.9091,60,7,0,0.6,1,0.4,4
1,354,-0.7273,56,7,0,0.7,1,0.3,5
1,354,-0.5263,81,7,0,0.7,1,0.3,4
1,354,-0.2857,45,7,0,0.6,2,0.4,4
1,354,0,77,7,1,0.6,2,0.4,3
1,354,0.3333,72,7,0,0.7,3,0.3,5
1,354,0.4615,51,7,0,0.8,2,0.2,5
1,354,0.6667,70,7,1,0.8,1,0.2,2
1,354,0.8235,74,7,0,0.8,3,0.2,5
1,354,1,67,7,1,0.8,3,0.2,4
1,354,-0.9091,63,8,0,0.6,1,0.4,4
1,354,-0.7273,71,8,0,0.7,1,0.3,5
1,354,-0.5263,82,8,0,0.7,1,0.3,4
1,354,-0.2857,55,8,0,0.6,2,0.4,4
1,354,0,91,8,1,0.6,2,0.4,3
1,354,0.3333,89,8,0,0.7,3,0.3,5
1,354,0.4615,57,8,0,0.8,2,0.2,5
1,354,0.6667,75,8,1,0.8,1,0.2,2
1,354,0.8235,78,8,0,0.8,3,0.2,5
1,354,1,83,8,1,0.8,3,0.2,4
1,354,-0.9091,66,9,0,0.6,1,0.4,4
1,354,-0.7273,76,9,0,0.7,1,0.3,5
1,354,-0.5263,95,9,0,0.7,1,0.3,4
1,354,-0.2857,80,9,1,0.6,2,0.4,4
1,354,0,93,9,1,0.6,2,0.4,3
1,354,0.3333,97,9,0,0.7,3,0.3,5
1,354,0.4615,88,9,0,0.8,2,0.2,5
1,354,0.6667,87,9,1,0.8,1,0.2,2
1,354,0.8235,85,9,0,0.8,3,0.2,5
1,354,1,84,9,1,0.8,3,0.2,4
1,354,-0.9091,69,10,0,0.6,1,0.4,4
1,354,-0.7273,79,10,0,0.7,1,0.3,5
1,354,-0.5263,96,10,0,0.7,1,0.3,4
1,354,-0.2857,90,10,0,0.6,2,0.4,4
1,354,0,94,10,1,0.6,2,0.4,3
1,354,0.3333,99,10,0,0.7,3,0.3,5
1,354,0.4615,100,10,0,0.8,2,0.2,5
1,354,0.6667,92,10,1,0.8,1,0.2,2
1,354,0.8235,98,10,0,0.8,3,0.2,5
1,354,1,86,10,1,0.8,3,0.2,4
1,355,-0.9091,1,1,0,0.6,1,0.4,4
1,355,-0.7273,18,1,1,0.7,1,0.3,5
1,355,-0.5263,10,1,0,0.7,1,0.3,4
1,355,-0.2857,7,1,1,0.6,2,0.4,4
1,355,0,4,1,1,0.6,2,0.4,3
1,355,0.3333,5,1,1,0.7,3,0.3,5
1,355,0.4615,6,1,1,0.8,2,0.2,5
1,355,0.6667,2,1,1,0.8,1,0.2,2
1,355,0.8235,3,1,1,0.8,3,0.2,5
1,355,1,21,1,1,0.8,3,0.2,4
1,355,-0.9091,34,2,0,0.6,1,0.4,4
1,355,-0.7273,20,2,1,0.7,1,0.3,5
1,355,-0.5263,19,2,1,0.7,1,0.3,4
1,355,-0.2857,11,2,1,0.6,2,0.4,4
1,355,0,13,2,1,0.6,2,0.4,3
1,355,0.3333,12,2,1,0.7,3,0.3,5
1,355,0.4615,8,2,1,0.8,2,0.2,5
1,355,0.6667,23,2,1,0.8,1,0.2,2
1,355,0.8235,9,2,1,0.8,3,0.2,5
1,355,1,30,2,1,0.8,3,0.2,4
1,355,-0.9091,41,3,1,0.6,1,0.4,4
1,355,-0.7273,33,3,1,0.7,1,0.3,5
1,355,-0.5263,27,3,1,0.7,1,0.3,4
1,355,-0.2857,37,3,0,0.6,2,0.4,4
1,355,0,15,3,1,0.6,2,0.4,3
1,355,0.3333,26,3,1,0.7,3,0.3,5
1,355,0.4615,22,3,1,0.8,2,0.2,5
1,355,0.6667,24,3,1,0.8,1,0.2,2
1,355,0.8235,14,3,1,0.8,3,0.2,5
1,355,1,43,3,1,0.8,3,0.2,4
1,355,-0.9091,51,4,1,0.6,1,0.4,4
1,355,-0.7273,44,4,1,0.7,1,0.3,5
1,355,-0.5263,31,4,1,0.7,1,0.3,4
1,355,-0.2857,39,4,1,0.6,2,0.4,4
1,355,0,17,4,1,0.6,2,0.4,3
1,355,0.3333,48,4,1,0.7,3,0.3,5
1,355,0.4615,25,4,1,0.8,2,0.2,5
1,355,0.6667,28,4,1,0.8,1,0.2,2
1,355,0.8235,16,4,1,0.8,3,0.2,5
1,355,1,54,4,1,0.8,3,0.2,4
1,355,-0.9091,60,5,1,0.6,1,0.4,4
1,355,-0.7273,46,5,1,0.7,1,0.3,5
1,355,-0.5263,36,5,1,0.7,1,0.3,4
1,355,-0.2857,40,5,1,0.6,2,0.4,4
1,355,0,35,5,1,0.6,2,0.4,3
1,355,0.3333,53,5,1,0.7,3,0.3,5
1,355,0.4615,38,5,1,0.8,2,0.2,5
1,355,0.6667,29,5,1,0.8,1,0.2,2
1,355,0.8235,32,5,1,0.8,3,0.2,5
1,355,1,59,5,1,0.8,3,0.2,4
1,355,-0.9091,81,6,1,0.6,1,0.4,4
1,355,-0.7273,47,6,1,0.7,1,0.3,5
1,355,-0.5263,45,6,1,0.7,1,0.3,4
1,355,-0.2857,50,6,1,0.6,2,0.4,4
1,355,0,42,6,1,0.6,2,0.4,3
1,355,0.3333,80,6,1,0.7,3,0.3,5
1,355,0.4615,72,6,1,0.8,2,0.2,5
1,355,0.6667,49,6,1,0.8,1,0.2,2
1,355,0.8235,68,6,1,0.8,3,0.2,5
1,355,1,66,6,1,0.8,3,0.2,4
1,355,-0.9091,86,7,1,0.6,1,0.4,4
1,355,-0.7273,61,7,1,0.7,1,0.3,5
1,355,-0.5263,52,7,1,0.7,1,0.3,4
1,355,-0.2857,57,7,1,0.6,2,0.4,4
1,355,0,71,7,1,0.6,2,0.4,3
1,355,0.3333,85,7,1,0.7,3,0.3,5
1,355,0.4615,76,7,1,0.8,2,0.2,5
1,355,0.6667,56,7,1,0.8,1,0.2,2
1,355,0.8235,70,7,1,0.8,3,0.2,5
1,355,1,67,7,1,0.8,3,0.2,4
1,355,-0.9091,87,8,1,0.6,1,0.4,4
1,355,-0.7273,63,8,1,0.7,1,0.3,5
1,355,-0.5263,55,8,1,0.7,1,0.3,4
1,355,-0.2857,58,8,1,0.6,2,0.4,4
1,355,0,78,8,1,0.6,2,0.4,3
1,355,0.3333,88,8,1,0.7,3,0.3,5
1,355,0.4615,82,8,1,0.8,2,0.2,5
1,355,0.6667,65,8,1,0.8,1,0.2,2
1,355,0.8235,73,8,1,0.8,3,0.2,5
1,355,1,74,8,1,0.8,3,0.2,4
1,355,-0.9091,95,9,1,0.6,1,0.4,4
1,355,-0.7273,93,9,1,0.7,1,0.3,5
1,355,-0.5263,64,9,1,0.7,1,0.3,4
1,355,-0.2857,62,9,1,0.6,2,0.4,4
1,355,0,96,9,1,0.6,2,0.4,3
1,355,0.3333,90,9,1,0.7,3,0.3,5
1,355,0.4615,92,9,1,0.8,2,0.2,5
1,355,0.6667,69,9,1,0.8,1,0.2,2
1,355,0.8235,75,9,1,0.8,3,0.2,5
1,355,1,79,9,1,0.8,3,0.2,4
1,355,-0.9091,98,10,1,0.6,1,0.4,4
1,355,-0.7273,100,10,1,0.7,1,0.3,5
1,355,-0.5263,91,10,1,0.7,1,0.3,4
1,355,-0.2857,83,10,1,0.6,2,0.4,4
1,355,0,97,10,1,0.6,2,0.4,3
1,355,0.3333,99,10,1,0.7,3,0.3,5
1,355,0.4615,94,10,1,0.8,2,0.2,5
1,355,0.6667,77,10,1,0.8,1,0.2,2
1,355,0.8235,84,10,1,0.8,3,0.2,5
1,355,1,89,10,1,0.8,3,0.2,4
1,356,-0.9091,13,1,0,0.6,1,0.4,4
1,356,-0.7273,6,1,0,0.7,1,0.3,5
1,356,-0.5263,5,1,1,0.7,1,0.3,4
1,356,-0.2857,2,1,1,0.6,2,0.4,4
1,356,0,21,1,1,0.6,2,0.4,3
1,356,0.3333,1,1,1,0.7,3,0.3,5
1,356,0.4615,7,1,1,0.8,2,0.2,5
1,356,0.6667,14,1,1,0.8,1,0.2,2
1,356,0.8235,3,1,1,0.8,3,0.2,5
1,356,1,4,1,1,0.8,3,0.2,4
1,356,-0.9091,22,2,0,0.6,1,0.4,4
1,356,-0.7273,12,2,0,0.7,1,0.3,5
1,356,-0.5263,11,2,0,0.7,1,0.3,4
1,356,-0.2857,9,2,0,0.6,2,0.4,4
1,356,0,24,2,1,0.6,2,0.4,3
1,356,0.3333,26,2,1,0.7,3,0.3,5
1,356,0.4615,8,2,1,0.8,2,0.2,5
1,356,0.6667,15,2,1,0.8,1,0.2,2
1,356,0.8235,48,2,1,0.8,3,0.2,5
1,356,1,10,2,1,0.8,3,0.2,4
1,356,-0.9091,42,3,0,0.6,1,0.4,4
1,356,-0.7273,18,3,0,0.7,1,0.3,5
1,356,-0.5263,44,3,0,0.7,1,0.3,4
1,356,-0.2857,39,3,1,0.6,2,0.4,4
1,356,0,25,3,1,0.6,2,0.4,3
1,356,0.3333,29,3,1,0.7,3,0.3,5
1,356,0.4615,17,3,1,0.8,2,0.2,5
1,356,0.6667,23,3,1,0.8,1,0.2,2
1,356,0.8235,55,3,1,0.8,3,0.2,5
1,356,1,16,3,1,0.8,3,0.2,4
1,356,-0.9091,58,4,1,0.6,1,0.4,4
1,356,-0.7273,19,4,0,0.7,1,0.3,5
1,356,-0.5263,51,4,1,0.7,1,0.3,4
1,356,-0.2857,40,4,0,0.6,2,0.4,4
1,356,0,30,4,1,0.6,2,0.4,3
1,356,0.3333,32,4,1,0.7,3,0.3,5
1,356,0.4615,35,4,1,0.8,2,0.2,5
1,356,0.6667,27,4,1,0.8,1,0.2,2
1,356,0.8235,69,4,1,0.8,3,0.2,5
1,356,1,20,4,1,0.8,3,0.2,4
1,356,-0.9091,65,5,1,0.6,1,0.4,4
1,356,-0.7273,34,5,0,0.7,1,0.3,5
1,356,-0.5263,56,5,1,0.7,1,0.3,4
1,356,-0.2857,46,5,1,0.6,2,0.4,4
1,356,0,33,5,1,0.6,2,0.4,3
1,356,0.3333,38,5,1,0.7,3,0.3,5
1,356,0.4615,50,5,1,0.8,2,0.2,5
1,356,0.6667,53,5,1,0.8,1,0.2,2
1,356,0.8235,72,5,1,0.8,3,0.2,5
1,356,1,28,5,1,0.8,3,0.2,4
1,356,-0.9091,71,6,1,0.6,1,0.4,4
1,356,-0.7273,36,6,0,0.7,1,0.3,5
1,356,-0.5263,73,6,1,0.7,1,0.3,4
1,356,-0.2857,47,6,1,0.6,2,0.4,4
1,356,0,43,6,1,0.6,2,0.4,3
1,356,0.3333,45,6,1,0.7,3,0.3,5
1,356,0.4615,54,6,1,0.8,2,0.2,5
1,356,0.6667,62,6,1,0.8,1,0.2,2
1,356,0.8235,84,6,1,0.8,3,0.2,5
1,356,1,31,6,1,0.8,3,0.2,4
1,356,-0.9091,74,7,0,0.6,1,0.4,4
1,356,-0.7273,41,7,0,0.7,1,0.3,5
1,356,-0.5263,78,7,0,0.7,1,0.3,4
1,356,-0.2857,49,7,1,0.6,2,0.4,4
1,356,0,60,7,1,0.6,2,0.4,3
1,356,0.3333,52,7,1,0.7,3,0.3,5
1,356,0.4615,57,7,1,0.8,2,0.2,5
1,356,0.6667,63,7,1,0.8,1,0.2,2
1,356,0.8235,91,7,1,0.8,3,0.2,5
1,356,1,37,7,1,0.8,3,0.2,4
1,356,-0.9091,85,8,0,0.6,1,0.4,4
1,356,-0.7273,59,8,0,0.7,1,0.3,5
1,356,-0.5263,79,8,1,0.7,1,0.3,4
1,356,-0.2857,64,8,1,0.6,2,0.4,4
1,356,0,70,8,1,0.6,2,0.4,3
1,356,0.3333,77,8,1,0.7,3,0.3,5
1,356,0.4615,61,8,1,0.8,2,0.2,5
1,356,0.6667,66,8,1,0.8,1,0.2,2
1,356,0.8235,95,8,1,0.8,3,0.2,5
1,356,1,67,8,1,0.8,3,0.2,4
1,356,-0.9091,87,9,0,0.6,1,0.4,4
1,356,-0.7273,76,9,0,0.7,1,0.3,5
1,356,-0.5263,82,9,0,0.7,1,0.3,4
1,356,-0.2857,68,9,1,0.6,2,0.4,4
1,356,0,83,9,1,0.6,2,0.4,3
1,356,0.3333,94,9,1,0.7,3,0.3,5
1,356,0.4615,75,9,1,0.8,2,0.2,5
1,356,0.6667,81,9,1,0.8,1,0.2,2
1,356,0.8235,97,9,1,0.8,3,0.2,5
1,356,1,80,9,1,0.8,3,0.2,4
1,356,-0.9091,92,10,0,0.6,1,0.4,4
1,356,-0.7273,98,10,0,0.7,1,0.3,5
1,356,-0.5263,88,10,0,0.7,1,0.3,4
1,356,-0.2857,90,10,1,0.6,2,0.4,4
1,356,0,89,10,1,0.6,2,0.4,3
1,356,0.3333,100,10,1,0.7,3,0.3,5
1,356,0.4615,96,10,1,0.8,2,0.2,5
1,356,0.6667,93,10,1,0.8,1,0.2,2
1,356,0.8235,99,10,1,0.8,3,0.2,5
1,356,1,86,10,1,0.8,3,0.2,4
1,357,-0.9091,8,1,0,0.6,1,0.4,4
1,357,-0.7273,2,1,0,0.7,1,0.3,5
1,357,-0.5263,1,1,0,0.7,1,0.3,4
1,357,-0.2857,9,1,0,0.6,2,0.4,4
1,357,0,7,1,0,0.6,2,0.4,3
1,357,0.3333,30,1,0,0.7,3,0.3,5
1,357,0.4615,25,1,1,0.8,2,0.2,5
1,357,0.6667,3,1,1,0.8,1,0.2,2
1,357,0.8235,6,1,1,0.8,3,0.2,5
1,357,1,10,1,1,0.8,3,0.2,4
1,357,-0.9091,36,2,0,0.6,1,0.4,4
1,357,-0.7273,4,2,0,0.7,1,0.3,5
1,357,-0.5263,5,2,0,0.7,1,0.3,4
1,357,-0.2857,48,2,0,0.6,2,0.4,4
1,357,0,16,2,1,0.6,2,0.4,3
1,357,0.3333,34,2,1,0.7,3,0.3,5
1,357,0.4615,29,2,1,0.8,2,0.2,5
1,357,0.6667,15,2,1,0.8,1,0.2,2
1,357,0.8235,11,2,1,0.8,3,0.2,5
1,357,1,19,2,1,0.8,3,0.2,4
1,357,-0.9091,40,3,1,0.6,1,0.4,4
1,357,-0.7273,14,3,0,0.7,1,0.3,5
1,357,-0.5263,12,3,0,0.7,1,0.3,4
1,357,-0.2857,50,3,0,0.6,2,0.4,4
1,357,0,32,3,0,0.6,2,0.4,3
1,357,0.3333,58,3,1,0.7,3,0.3,5
1,357,0.4615,42,3,1,0.8,2,0.2,5
1,357,0.6667,18,3,1,0.8,1,0.2,2
1,357,0.8235,22,3,1,0.8,3,0.2,5
1,357,1,20,3,1,0.8,3,0.2,4
1,357,-0.9091,43,4,0,0.6,1,0.4,4
1,357,-0.7273,21,4,0,0.7,1,0.3,5
1,357,-0.5263,13,4,1,0.7,1,0.3,4
1,357,-0.2857,56,4,0,0.6,2,0.4,4
1,357,0,33,4,0,0.6,2,0.4,3
1,357,0.3333,60,4,0,0.7,3,0.3,5
1,357,0.4615,49,4,0,0.8,2,0.2,5
1,357,0.6667,24,4,1,0.8,1,0.2,2
1,357,0.8235,35,4,1,0.8,3,0.2,5
1,357,1,39,4,1,0.8,3,0.2,4
1,357,-0.9091,52,5,0,0.6,1,0.4,4
1,357,-0.7273,23,5,0,0.7,1,0.3,5
1,357,-0.5263,17,5,0,0.7,1,0.3,4
1,357,-0.2857,59,5,0,0.6,2,0.4,4
1,357,0,41,5,0,0.6,2,0.4,3
1,357,0.3333,65,5,0,0.7,3,0.3,5
1,357,0.4615,51,5,0,0.8,2,0.2,5
1,357,0.6667,26,5,1,0.8,1,0.2,2
1,357,0.8235,37,5,1,0.8,3,0.2,5
1,357,1,45,5,1,0.8,3,0.2,4
1,357,-0.9091,75,6,0,0.6,1,0.4,4
1,357,-0.7273,28,6,0,0.7,1,0.3,5
1,357,-0.5263,66,6,0,0.7,1,0.3,4
1,357,-0.2857,64,6,0,0.6,2,0.4,4
1,357,0,44,6,0,0.6,2,0.4,3
1,357,0.3333,72,6,1,0.7,3,0.3,5
1,357,0.4615,63,6,1,0.8,2,0.2,5
1,357,0.6667,27,6,1,0.8,1,0.2,2
1,357,0.8235,38,6,1,0.8,3,0.2,5
1,357,1,47,6,1,0.8,3,0.2,4
1,357,-0.9091,80,7,0,0.6,1,0.4,4
1,357,-0.7273,53,7,0,0.7,1,0.3,5
1,357,-0.5263,70,7,0,0.7,1,0.3,4
1,357,-0.2857,67,7,0,0.6,2,0.4,4
1,357,0,54,7,0,0.6,2,0.4,3
1,357,0.3333,77,7,1,0.7,3,0.3,5
1,357,0.4615,69,7,1,0.8,2,0.2,5
1,357,0.6667,31,7,0,0.8,1,0.2,2
1,357,0.8235,46,7,1,0.8,3,0.2,5
1,357,1,73,7,1,0.8,3,0.2,4
1,357,-0.9091,84,8,0,0.6,1,0.4,4
1,357,-0.7273,57,8,0,0.7,1,0.3,5
1,357,-0.5263,79,8,0,0.7,1,0.3,4
1,357,-0.2857,68,8,0,0.6,2,0.4,4
1,357,0,55,8,0,0.6,2,0.4,3
1,357,0.3333,81,8,1,0.7,3,0.3,5
1,357,0.4615,86,8,1,0.8,2,0.2,5
1,357,0.6667,76,8,1,0.8,1,0.2,2
1,357,0.8235,61,8,1,0.8,3,0.2,5
1,357,1,88,8,1,0.8,3,0.2,4
1,357,-0.9091,90,9,0,0.6,1,0.4,4
1,357,-0.7273,71,9,0,0.7,1,0.3,5
1,357,-0.5263,85,9,0,0.7,1,0.3,4
1,357,-0.2857,96,9,0,0.6,2,0.4,4
1,357,0,62,9,0,0.6,2,0.4,3
1,357,0.3333,87,9,1,0.7,3,0.3,5
1,357,0.4615,92,9,0,0.8,2,0.2,5
1,357,0.6667,78,9,1,0.8,1,0.2,2
1,357,0.8235,74,9,1,0.8,3,0.2,5
1,357,1,89,9,1,0.8,3,0.2,4
1,357,-0.9091,99,10,0,0.6,1,0.4,4
1,357,-0.7273,95,10,0,0.7,1,0.3,5
1,357,-0.5263,91,10,0,0.7,1,0.3,4
1,357,-0.2857,98,10,0,0.6,2,0.4,4
1,357,0,82,10,0,0.6,2,0.4,3
1,357,0.3333,97,10,0,0.7,3,0.3,5
1,357,0.4615,100,10,1,0.8,2,0.2,5
1,357,0.6667,94,10,1,0.8,1,0.2,2
1,357,0.8235,83,10,1,0.8,3,0.2,5
1,357,1,93,10,1,0.8,3,0.2,4
1,358,-0.9091,19,1,0,0.6,1,0.4,4
1,358,-0.7273,3,1,1,0.7,1,0.3,5
1,358,-0.5263,4,1,1,0.7,1,0.3,4
1,358,-0.2857,12,1,1,0.6,2,0.4,4
1,358,0,35,1,0,0.6,2,0.4,3
1,358,0.3333,2,1,1,0.7,3,0.3,5
1,358,0.4615,6,1,1,0.8,2,0.2,5
1,358,0.6667,29,1,1,0.8,1,0.2,2
1,358,0.8235,1,1,1,0.8,3,0.2,5
1,358,1,11,1,1,0.8,3,0.2,4
1,358,-0.9091,20,2,0,0.6,1,0.4,4
1,358,-0.7273,5,2,1,0.7,1,0.3,5
1,358,-0.5263,13,2,1,0.7,1,0.3,4
1,358,-0.2857,22,2,1,0.6,2,0.4,4
1,358,0,41,2,1,0.6,2,0.4,3
1,358,0.3333,17,2,1,0.7,3,0.3,5
1,358,0.4615,8,2,1,0.8,2,0.2,5
1,358,0.6667,47,2,1,0.8,1,0.2,2
1,358,0.8235,9,2,1,0.8,3,0.2,5
1,358,1,26,2,0,0.8,3,0.2,4
1,358,-0.9091,27,3,1,0.6,1,0.4,4
1,358,-0.7273,7,3,0,0.7,1,0.3,5
1,358,-0.5263,18,3,1,0.7,1,0.3,4
1,358,-0.2857,36,3,1,0.6,2,0.4,4
1,358,0,43,3,1,0.6,2,0.4,3
1,358,0.3333,30,3,0,0.7,3,0.3,5
1,358,0.4615,10,3,1,0.8,2,0.2,5
1,358,0.6667,53,3,1,0.8,1,0.2,2
1,358,0.8235,16,3,1,0.8,3,0.2,5
1,358,1,34,3,1,0.8,3,0.2,4
1,358,-0.9091,48,4,0,0.6,1,0.4,4
1,358,-0.7273,14,4,1,0.7,1,0.3,5
1,358,-0.5263,28,4,1,0.7,1,0.3,4
1,358,-0.2857,40,4,1,0.6,2,0.4,4
1,358,0,44,4,1,0.6,2,0.4,3
1,358,0.3333,37,4,1,0.7,3,0.3,5
1,358,0.4615,21,4,1,0.8,2,0.2,5
1,358,0.6667,55,4,1,0.8,1,0.2,2
1,358,0.8235,23,4,1,0.8,3,0.2,5
1,358,1,39,4,1,0.8,3,0.2,4
1,358,-0.9091,49,5,0,0.6,1,0.4,4
1,358,-0.7273,15,5,0,0.7,1,0.3,5
1,358,-0.5263,32,5,1,0.7,1,0.3,4
1,358,-0.2857,52,5,1,0.6,2,0.4,4
1,358,0,51,5,1,0.6,2,0.4,3
1,358,0.3333,38,5,1,0.7,3,0.3,5
1,358,0.4615,25,5,1,0.8,2,0.2,5
1,358,0.6667,66,5,1,0.8,1,0.2,2
1,358,0.8235,24,5,1,0.8,3,0.2,5
1,358,1,59,5,1,0.8,3,0.2,4
1,358,-0.9091,54,6,1,0.6,1,0.4,4
1,358,-0.7273,31,6,1,0.7,1,0.3,5
1,358,-0.5263,65,6,1,0.7,1,0.3,4
1,358,-0.2857,64,6,0,0.6,2,0.4,4
1,358,0,56,6,1,0.6,2,0.4,3
1,358,0.3333,42,6,1,0.7,3,0.3,5
1,358,0.4615,57,6,1,0.8,2,0.2,5
1,358,0.6667,74,6,1,0.8,1,0.2,2
1,358,0.8235,33,6,1,0.8,3,0.2,5
1,358,1,72,6,1,0.8,3,0.2,4
1,358,-0.9091,85,7,1,0.6,1,0.4,4
1,358,-0.7273,46,7,1,0.7,1,0.3,5
1,358,-0.5263,68,7,0,0.7,1,0.3,4
1,358,-0.2857,78,7,1,0.6,2,0.4,4
1,358,0,60,7,0,0.6,2,0.4,3
1,358,0.3333,45,7,1,0.7,3,0.3,5
1,358,0.4615,61,7,1,0.8,2,0.2,5
1,358,0.6667,79,7,1,0.8,1,0.2,2
1,358,0.8235,63,7,1,0.8,3,0.2,5
1,358,1,76,7,1,0.8,3,0.2,4
1,358,-0.9091,89,8,0,0.6,1,0.4,4
1,358,-0.7273,50,8,0,0.7,1,0.3,5
1,358,-0.5263,69,8,0,0.7,1,0.3,4
1,358,-0.2857,84,8,1,0.6,2,0.4,4
1,358,0,71,8,0,0.6,2,0.4,3
1,358,0.3333,62,8,1,0.7,3,0.3,5
1,358,0.4615,82,8,1,0.8,2,0.2,5
1,358,0.6667,81,8,1,0.8,1,0.2,2
1,358,0.8235,67,8,1,0.8,3,0.2,5
1,358,1,80,8,1,0.8,3,0.2,4
1,358,-0.9091,90,9,0,0.6,1,0.4,4
1,358,-0.7273,58,9,1,0.7,1,0.3,5
1,358,-0.5263,97,9,0,0.7,1,0.3,4
1,358,-0.2857,96,9,1,0.6,2,0.4,4
1,358,0,73,9,1,0.6,2,0.4,3
1,358,0.3333,77,9,1,0.7,3,0.3,5
1,358,0.4615,83,9,1,0.8,2,0.2,5
1,358,0.6667,88,9,1,0.8,1,0.2,2
1,358,0.8235,70,9,0,0.8,3,0.2,5
1,358,1,87,9,1,0.8,3,0.2,4
1,358,-0.9091,93,10,1,0.6,1,0.4,4
1,358,-0.7273,92,10,0,0.7,1,0.3,5
1,358,-0.5263,99,10,1,0.7,1,0.3,4
1,358,-0.2857,100,10,1,0.6,2,0.4,4
1,358,0,75,10,1,0.6,2,0.4,3
1,358,0.3333,91,10,1,0.7,3,0.3,5
1,358,0.4615,86,10,1,0.8,2,0.2,5
1,358,0.6667,94,10,1,0.8,1,0.2,2
1,358,0.8235,98,10,1,0.8,3,0.2,5
1,358,1,95,10,1,0.8,3,0.2,4
1,359,-0.9091,11,1,0,0.6,1,0.4,4
1,359,-0.7273,9,1,0,0.7,1,0.3,5
1,359,-0.5263,1,1,0,0.7,1,0.3,4
1,359,-0.2857,3,1,0,0.6,2,0.4,4
1,359,0,16,1,1,0.6,2,0.4,3
1,359,0.3333,26,1,1,0.7,3,0.3,5
1,359,0.4615,49,1,1,0.8,2,0.2,5
1,359,0.6667,4,1,1,0.8,1,0.2,2
1,359,0.8235,7,1,1,0.8,3,0.2,5
1,359,1,2,1,1,0.8,3,0.2,4
1,359,-0.9091,14,2,0,0.6,1,0.4,4
1,359,-0.7273,10,2,0,0.7,1,0.3,5
1,359,-0.5263,6,2,1,0.7,1,0.3,4
1,359,-0.2857,12,2,0,0.6,2,0.4,4
1,359,0,22,2,1,0.6,2,0.4,3
1,359,0.3333,28,2,1,0.7,3,0.3,5
1,359,0.4615,51,2,1,0.8,2,0.2,5
1,359,0.6667,5,2,1,0.8,1,0.2,2
1,359,0.8235,13,2,1,0.8,3,0.2,5
1,359,1,20,2,1,0.8,3,0.2,4
1,359,-0.9091,43,3,0,0.6,1,0.4,4
1,359,-0.7273,15,3,0,0.7,1,0.3,5
1,359,-0.5263,25,3,0,0.7,1,0.3,4
1,359,-0.2857,27,3,0,0.6,2,0.4,4
1,359,0,23,3,1,0.6,2,0.4,3
1,359,0.3333,30,3,1,0.7,3,0.3,5
1,359,0.4615,54,3,1,0.8,2,0.2,5
1,359,0.6667,8,3,1,0.8,1,0.2,2
1,359,0.8235,19,3,1,0.8,3,0.2,5
1,359,1,36,3,1,0.8,3,0.2,4
1,359,-0.9091,46,4,0,0.6,1,0.4,4
1,359,-0.7273,18,4,0,0.7,1,0.3,5
1,359,-0.5263,31,4,0,0.7,1,0.3,4
1,359,-0.2857,39,4,0,0.6,2,0.4,4
1,359,0,40,4,1,0.6,2,0.4,3
1,359,0.3333,33,4,1,0.7,3,0.3,5
1,359,0.4615,55,4,1,0.8,2,0.2,5
1,359,0.6667,17,4,1,0.8,1,0.2,2
1,359,0.8235,21,4,1,0.8,3,0.2,5
1,359,1,41,4,1,0.8,3,0.2,4
1,359,-0.9091,53,5,0,0.6,1,0.4,4
1,359,-0.7273,29,5,0,0.7,1,0.3,5
1,359,-0.5263,32,5,0,0.7,1,0.3,4
1,359,-0.2857,42,5,1,0.6,2,0.4,4
1,359,0,47,5,1,0.6,2,0.4,3
1,359,0.3333,34,5,1,0.7,3,0.3,5
1,359,0.4615,57,5,1,0.8,2,0.2,5
1,359,0.6667,24,5,1,0.8,1,0.2,2
1,359,0.8235,37,5,1,0.8,3,0.2,5
1,359,1,45,5,1,0.8,3,0.2,4
1,359,-0.9091,62,6,0,0.6,1,0.4,4
1,359,-0.7273,48,6,0,0.7,1,0.3,5
1,359,-0.5263,35,6,0,0.7,1,0.3,4
1,359,-0.2857,44,6,1,0.6,2,0.4,4
1,359,0,50,6,1,0.6,2,0.4,3
1,359,0.3333,69,6,1,0.7,3,0.3,5
1,359,0.4615,65,6,1,0.8,2,0.2,5
1,359,0.6667,64,6,1,0.8,1,0.2,2
1,359,0.8235,38,6,1,0.8,3,0.2,5
1,359,1,59,6,1,0.8,3,0.2,4
1,359,-0.9091,79,7,0,0.6,1,0.4,4
1,359,-0.7273,73,7,0,0.7,1,0.3,5
1,359,-0.5263,58,7,0,0.7,1,0.3,4
1,359,-0.2857,60,7,1,0.6,2,0.4,4
1,359,0,63,7,1,0.6,2,0.4,3
1,359,0.3333,76,7,1,0.7,3,0.3,5
1,359,0.4615,66,7,1,0.8,2,0.2,5
1,359,0.6667,77,7,1,0.8,1,0.2,2
1,359,0.8235,52,7,1,0.8,3,0.2,5
1,359,1,67,7,1,0.8,3,0.2,4
1,359,-0.9091,83,8,0,0.6,1,0.4,4
1,359,-0.7273,78,8,1,0.7,1,0.3,5
1,359,-0.5263,61,8,0,0.7,1,0.3,4
