id,trial,ia,dt,ptdt
118,2,coins,907,0.3015
118,2,total,1226,0.4076
118,3,coins,1192,0.3794
118,3,total,648,0.2062
118,4,coins,256,0.0856
118,4,total,1861,0.6226
118,5,coins,1870,0.6153
118,5,total,403,0.1326
118,6,coins,1106,0.3742
118,6,total,519,0.1756
118,7,coins,1380,0.4623
118,7,total,546,0.1829
118,8,coins,681,0.2277
118,8,total,317,0.106
118,10,coins,778,0.2586
118,10,total,351,0.1167
118,11,coins,1013,0.3639
118,11,total,895,0.3215
118,12,coins,761,0.2715
118,12,total,459,0.1638
118,13,coins,706,0.2492
118,13,total,464,0.1638
118,16,coins,754,0.2656
118,16,total,1184,0.417
118,17,coins,1128,0.3715
118,17,total,269,0.0886
118,19,coins,1880,0.7514
118,19,total,285,0.1139
118,22,coins,198,0.067
118,22,total,426,0.1441
118,23,coins,226,0.0744
118,23,total,430,0.1416
118,24,coins,178,0.0571
118,24,total,385,0.1235
118,27,coins,0,0
118,27,total,249,0.0976
118,28,coins,306,0.1092
118,28,total,254,0.0907
118,29,coins,1920,0.6216
118,29,total,446,0.1444
118,30,coins,442,0.1474
118,30,total,1713,0.5714
118,32,coins,634,0.2221
118,32,total,342,0.1198
118,33,coins,1310,0.4432
118,33,total,805,0.2723
118,34,coins,1587,0.5283
118,34,total,0,0
118,37,coins,382,0.1358
118,37,total,581,0.2066
118,38,coins,0,0
118,38,total,0,0
118,39,coins,1611,0.4847
118,39,total,0,0
118,40,coins,1123,0.3741
118,40,total,245,0.0816
118,41,coins,279,0.0938
118,41,total,264,0.0887
118,43,coins,605,0.2176
118,43,total,0,0
118,46,coins,798,0.371
118,46,total,0,0
118,47,coins,733,0.2852
118,47,total,0,0
118,49,coins,1823,0.7234
118,49,total,0,0
118,50,coins,1719,0.5753
118,50,total,0,0
118,51,coins,657,0.3576
118,51,total,0,0
118,52,coins,1169,0.3633
118,52,total,0,0
118,54,coins,2088,0.6871
118,54,total,0,0
118,56,coins,973,0.3735
118,56,total,496,0.1904
118,57,coins,277,0.1242
118,57,total,0,0
118,59,coins,466,0.2331
118,59,total,0,0
118,60,coins,726,0.2441
118,60,total,456,0.1533
118,63,coins,945,0.3264
118,63,total,0,0
118,64,coins,399,0.1464
118,64,total,232,0.0851
118,65,coins,270,0.0918
118,65,total,433,0.1473
118,66,coins,316,0.1052
118,66,total,371,0.1235
118,68,coins,1557,0.5581
118,68,total,0,0
118,69,coins,745,0.2557
118,69,total,0,0
118,70,coins,1168,0.4418
118,70,total,606,0.2292
118,71,coins,1321,0.5048
118,71,total,579,0.2212
118,75,coins,2198,0.7566
118,75,total,0,0
118,76,coins,815,0.2719
118,76,total,254,0.0848
118,77,coins,411,0.1424
118,77,total,0,0
118,78,coins,0,0
118,78,total,306,0.1145
118,79,coins,0,0
118,79,total,0,0
118,83,coins,289,0.0988
118,83,total,0,0
118,87,coins,0,0
118,87,total,451,0.1602
118,90,coins,0,0
118,90,total,365,0.2121
118,93,coins,1776,0.8322
118,93,total,0,0
118,94,coins,1899,0.6956
118,94,total,379,0.1388
118,95,coins,206,0.1479
118,95,total,0,0
118,96,coins,2500,0.7867
118,96,total,0,0
118,97,coins,743,0.4711
118,97,total,0,0
118,98,coins,709,0.2515
118,98,total,0,0
121,2,coins,1110,0.3931
121,2,total,1114,0.3945
121,3,coins,469,0.1474
121,3,total,235,0.0739
121,4,coins,676,0.2069
121,4,total,420,0.1286
121,5,coins,844,0.2611
121,5,total,171,0.0529
121,6,coins,862,0.2765
121,6,total,1123,0.3603
121,7,coins,0,0
121,7,total,254,0.0821
121,9,coins,0,0
121,9,total,268,0.0879
121,12,coins,169,0.061
121,12,total,311,0.1123
121,13,coins,0,0
121,13,total,266,0.086
121,16,coins,80,0.0271
121,16,total,841,0.2848
121,18,coins,158,0.0527
121,18,total,705,0.2353
121,22,coins,0,0
121,22,total,613,0.1962
121,23,coins,1164,0.3914
121,23,total,901,0.303
121,24,coins,1695,0.5235
121,24,total,335,0.1035
121,27,coins,685,0.2544
121,27,total,807,0.2997
121,28,coins,288,0.1175
121,28,total,744,0.3034
121,30,coins,0,0
121,30,total,1545,0.5211
121,32,coins,157,0.0588
121,32,total,1312,0.4918
121,33,coins,468,0.1771
121,33,total,546,0.2067
121,36,coins,29,0.0102
121,36,total,482,0.1694
121,37,coins,368,0.1214
121,37,total,507,0.1672
121,38,coins,115,0.0452
121,38,total,1134,0.4456
121,39,coins,366,0.1336
121,39,total,411,0.1501
121,41,coins,1198,0.4039
121,41,total,352,0.1187
121,42,coins,191,0.0649
121,42,total,1396,0.4745
121,43,coins,554,0.2334
121,43,total,509,0.2144
121,45,coins,85,0.0316
121,45,total,690,0.2567
121,46,coins,97,0.0316
121,46,total,482,0.157
121,51,coins,1706,0.6428
121,51,total,675,0.2543
121,52,coins,0,0
121,52,total,1360,0.4716
121,53,coins,692,0.2399
121,53,total,699,0.2424
121,56,coins,0,0
121,56,total,667,0.2359
121,59,coins,0,0
121,59,total,1963,0.6643
121,60,coins,0,0
121,60,total,525,0.17
121,61,coins,0,0
121,61,total,319,0.117
121,62,coins,0,0
121,62,total,1266,0.4678
121,65,coins,42,0.0146
121,65,total,367,0.1277
121,67,coins,915,0.3583
121,67,total,386,0.1511
121,68,coins,0,0
121,68,total,915,0.3128
121,69,coins,591,0.1973
121,69,total,246,0.0821
121,70,coins,0,0
121,70,total,979,0.35
121,72,coins,162,0.0578
121,72,total,1206,0.4303
121,73,coins,297,0.1098
121,73,total,654,0.2418
121,76,coins,136,0.0456
121,76,total,408,0.1369
121,77,coins,1507,0.4643
121,77,total,513,0.158
121,78,coins,454,0.1901
121,78,total,709,0.2969
121,79,coins,645,0.2828
121,79,total,283,0.1241
121,80,coins,560,0.2182
121,80,total,563,0.2193
121,81,coins,0,0
121,81,total,287,0.0947
121,82,coins,400,0.1371
121,82,total,978,0.3352
121,86,coins,405,0.1526
121,86,total,350,0.1319
121,87,coins,266,0.1107
121,87,total,1290,0.5371
121,88,coins,0,0
121,88,total,1448,0.5181
121,91,coins,1287,0.5063
121,91,total,816,0.321
121,92,coins,1046,0.4852
121,92,total,507,0.2352
121,93,coins,189,0.0795
121,93,total,869,0.3656
121,95,coins,566,0.2138
121,95,total,1361,0.5142
121,96,coins,0,0
121,96,total,1117,0.3585
121,97,coins,148,0.0559
121,97,total,833,0.3148
121,99,coins,0,0
121,99,total,452,0.1717
123,3,coins,2215,0.7196
123,3,total,513,0.1667
123,4,coins,2313,0.7539
123,4,total,521,0.1698
123,6,coins,1331,0.4981
123,6,total,0,0
123,7,coins,1771,0.5662
123,7,total,441,0.141
123,9,coins,1561,0.539
123,9,total,0,0
123,10,coins,0,0
123,10,total,224,0.0744
123,14,coins,890,0.3348
123,14,total,0,0
123,16,coins,1229,0.4956
123,16,total,256,0.1032
123,17,coins,666,0.2763
123,17,total,276,0.1145
123,18,coins,1858,0.7025
123,18,total,0,0
123,20,coins,1646,0.5257
123,20,total,0,0
123,22,coins,738,0.2631
123,22,total,0,0
123,23,coins,477,0.1622
123,23,total,200,0.068
123,24,coins,1314,0.4836
123,24,total,0,0
123,25,coins,209,0.0747
123,25,total,0,0
123,26,coins,1920,0.6596
123,26,total,81,0.0278
123,28,coins,993,0.4384
123,28,total,0,0
123,29,coins,773,0.2643
123,29,total,0,0
123,34,coins,2100,0.6424
123,34,total,0,0
123,35,coins,2323,0.7284
123,35,total,0,0
123,38,coins,440,0.1792
123,38,total,0,0
123,41,coins,335,0.1283
123,41,total,0,0
123,42,coins,610,0.244
123,42,total,0,0
123,43,coins,1137,0.3981
123,43,total,0,0
123,44,coins,878,0.4239
123,44,total,0,0
123,45,coins,87,0.05
123,45,total,0,0
123,46,coins,703,0.2735
123,46,total,0,0
123,48,coins,609,0.2036
123,48,total,0,0
123,49,coins,286,0.1449
123,49,total,0,0
123,53,coins,1459,0.467
123,53,total,0,0
123,56,coins,1021,0.3856
123,56,total,0,0
123,59,coins,525,0.2007
123,59,total,177,0.0677
123,61,coins,2029,0.6813
123,61,total,177,0.0594
123,62,coins,2229,0.7576
123,62,total,0,0
123,65,coins,871,0.4831
123,65,total,0,0
123,66,coins,1083,0.359
123,66,total,0,0
123,69,coins,199,0.0945
123,69,total,0,0
123,70,coins,740,0.2726
123,70,total,0,0
123,71,coins,1237,0.4796
123,71,total,0,0
123,72,coins,278,0.0992
123,72,total,0,0
123,73,coins,257,0.0986
123,73,total,0,0
123,74,coins,1153,0.4896
123,74,total,0,0
123,76,coins,503,0.2365
123,76,total,0,0
123,79,coins,47,0.0223
123,79,total,0,0
123,81,coins,258,0.1424
123,81,total,124,0.0684
123,82,coins,49,0.0259
123,82,total,0,0
123,84,coins,1149,0.4605
123,84,total,0,0
123,85,coins,1460,0.5434
123,85,total,0,0
123,87,coins,67,0.0324
123,87,total,0,0
123,89,coins,2637,0.7688
123,89,total,0,0
123,91,coins,200,0.0919
123,91,total,208,0.0955
123,92,coins,445,0.3272
123,92,total,0,0
123,93,coins,20,0.0094
123,93,total,0,0
123,95,coins,391,0.1804
123,95,total,0,0
123,96,coins,0,0
123,96,total,0,0
123,97,coins,896,0.3988
123,97,total,0,0
123,99,coins,1086,0.3888
123,99,total,251,0.0899
130,1,coins,652,0.2223
130,1,total,604,0.2059
130,2,coins,1565,0.5349
130,2,total,635,0.217
130,4,coins,2434,0.7864
130,4,total,171,0.0553
130,5,coins,2140,0.7007
130,5,total,463,0.1516
130,7,coins,105,0.0519
130,7,total,0,0
130,14,coins,566,0.216
130,14,total,778,0.2969
130,18,coins,0,0
130,18,total,2387,0.8492
130,19,coins,663,0.2558
130,19,total,418,0.1613
130,20,coins,288,0.1627
130,20,total,837,0.4729
130,22,coins,2299,0.6994
130,22,total,657,0.1999
130,27,coins,1450,0.5003
130,27,total,384,0.1325
130,29,coins,1314,0.4668
130,29,total,594,0.211
130,34,coins,1108,0.4131
130,34,total,688,0.2565
130,35,coins,1045,0.4106
130,35,total,787,0.3092
130,37,coins,335,0.1356
130,37,total,460,0.1862
130,39,coins,1369,0.4349
130,39,total,1035,0.3288
130,41,coins,950,0.3774
130,41,total,415,0.1649
130,42,coins,569,0.2122
130,42,total,310,0.1156
130,45,coins,1782,0.5702
130,45,total,461,0.1475
130,48,coins,0,0
130,48,total,0,0
130,49,coins,0,0
130,49,total,841,0.2603
130,51,coins,1460,0.4917
130,51,total,544,0.1832
130,53,coins,1491,0.4791
130,53,total,648,0.2082
130,54,coins,0,0
130,54,total,0,0
130,57,coins,1259,0.5175
130,57,total,546,0.2244
130,58,coins,1652,0.5663
130,58,total,385,0.132
130,60,coins,0,0
130,60,total,1864,0.5805
130,63,coins,266,0.1201
130,63,total,395,0.1783
130,64,coins,1450,0.4609
130,64,total,844,0.2683
130,65,coins,0,0
130,65,total,2152,0.6838
130,68,coins,1974,0.647
130,68,total,516,0.1691
130,69,coins,0,0
130,69,total,0,0
130,70,coins,0,0
130,70,total,0,0
130,73,coins,1207,0.4959
130,73,total,552,0.2268
130,80,coins,2001,0.6503
130,80,total,611,0.1986
130,84,coins,497,0.1901
130,84,total,1055,0.4036
130,85,coins,0,0
130,85,total,2803,0.8913
130,86,coins,0,0
130,86,total,540,0.1749
130,87,coins,46,0.0146
130,87,total,2326,0.7365
130,88,coins,0,0
130,88,total,1300,0.4185
130,90,coins,0,0
130,90,total,2810,0.882
130,91,coins,0,0
130,91,total,2954,0.9106
130,94,coins,1039,0.3894
130,94,total,1019,0.3819
130,97,coins,0,0
130,97,total,1124,0.671
130,100,coins,0,0
130,100,total,1948,0.7906
138,1,coins,572,0.2223
138,1,total,672,0.2612
138,2,coins,465,0.1842
138,2,total,625,0.2476
138,3,coins,2179,0.7271
138,3,total,513,0.1712
138,4,coins,988,0.4328
138,4,total,560,0.2453
138,5,coins,838,0.3011
138,5,total,857,0.3079
138,6,coins,578,0.2494
138,6,total,426,0.1838
138,8,coins,982,0.373
138,8,total,362,0.1375
138,10,coins,506,0.1995
138,10,total,639,0.252
138,11,coins,306,0.1344
138,11,total,846,0.3717
138,14,coins,414,0.1439
138,14,total,1007,0.35
138,15,coins,668,0.278
138,15,total,422,0.1756
138,16,coins,453,0.1631
138,16,total,1325,0.477
138,17,coins,1034,0.3887
138,17,total,322,0.1211
138,18,coins,889,0.3327
138,18,total,875,0.3275
138,19,coins,0,0
138,19,total,650,0.2272
138,20,coins,327,0.1396
138,20,total,771,0.3291
138,25,coins,993,0.3737
138,25,total,677,0.2548
138,28,coins,1822,0.6628
138,28,total,471,0.1713
138,31,coins,1708,0.6085
138,31,total,535,0.1906
138,32,coins,1049,0.3964
138,32,total,331,0.1251
138,33,coins,647,0.246
138,33,total,215,0.0817
138,36,coins,1296,0.5565
138,36,total,628,0.2696
138,37,coins,1275,0.4887
138,37,total,1073,0.4113
138,39,coins,976,0.3918
138,39,total,488,0.1959
138,44,coins,1662,0.5621
138,44,total,806,0.2726
138,46,coins,465,0.2142
138,46,total,955,0.4399
138,47,coins,1255,0.49
138,47,total,658,0.2569
138,48,coins,579,0.1873
138,48,total,497,0.1607
138,49,coins,773,0.32
138,49,total,591,0.2446
138,51,coins,494,0.1748
138,51,total,868,0.3071
138,53,coins,733,0.3212
138,53,total,601,0.2634
138,54,coins,543,0.2266
138,54,total,630,0.2629
138,56,coins,1198,0.4009
138,56,total,804,0.2691
138,57,coins,1242,0.4733
138,57,total,661,0.2519
138,58,coins,1269,0.4868
138,58,total,1061,0.407
138,61,coins,524,0.2296
138,61,total,705,0.3089
138,62,coins,596,0.2693
138,62,total,928,0.4193
138,64,coins,913,0.3304
138,64,total,340,0.1231
138,65,coins,492,0.2239
138,65,total,762,0.3468
138,67,coins,981,0.3531
138,67,total,830,0.2988
138,69,coins,880,0.3361
138,69,total,472,0.1803
138,70,coins,1370,0.5531
138,70,total,461,0.1861
138,72,coins,1135,0.4408
138,72,total,579,0.2249
138,78,coins,1194,0.4173
138,78,total,383,0.1339
138,79,coins,1711,0.58
138,79,total,825,0.2797
138,81,coins,623,0.2549
138,81,total,434,0.1776
138,82,coins,193,0.0799
138,82,total,1284,0.5315
138,83,coins,713,0.2903
138,83,total,311,0.1266
138,85,coins,1017,0.4058
138,85,total,272,0.1085
138,87,coins,360,0.1389
138,87,total,418,0.1613
138,88,coins,1413,0.5054
138,88,total,330,0.118
138,89,coins,332,0.132
138,89,total,641,0.2548
138,92,coins,210,0.0722
138,92,total,1390,0.478
138,93,coins,988,0.3859
138,93,total,423,0.1652
138,96,coins,531,0.2346
138,96,total,818,0.3615
138,98,coins,952,0.357
138,98,total,448,0.168
138,99,coins,1499,0.6293
138,99,total,503,0.2112
139,2,coins,1552,0.5482
139,2,total,868,0.3066
139,4,coins,480,0.1611
139,4,total,1322,0.4438
139,5,coins,874,0.3166
139,5,total,449,0.1626
139,6,coins,1256,0.4395
139,6,total,747,0.2614
139,7,coins,2404,0.7219
139,7,total,594,0.1784
139,8,coins,1564,0.4802
139,8,total,801,0.2459
139,10,coins,1281,0.4192
139,10,total,517,0.1692
139,11,coins,580,0.2123
139,11,total,0,0
139,13,coins,162,0.0512
139,13,total,856,0.2707
139,15,coins,1989,0.7018
139,15,total,452,0.1595
139,16,coins,841,0.3043
139,16,total,649,0.2348
139,17,coins,1226,0.4382
139,17,total,900,0.3217
139,20,coins,0,0
139,20,total,717,0.2414
139,21,coins,1738,0.6359
139,21,total,510,0.1866
139,23,coins,588,0.2131
139,23,total,445,0.1613
139,25,coins,1908,0.5647
139,25,total,695,0.2057
139,27,coins,189,0.0732
139,27,total,1829,0.7081
139,29,coins,1154,0.428
139,29,total,681,0.2526
139,31,coins,0,0
139,31,total,2006,0.7452
139,32,coins,1265,0.4352
139,32,total,1207,0.4152
139,33,coins,396,0.1332
139,33,total,1372,0.4613
139,34,coins,1614,0.4904
139,34,total,665,0.2021
139,35,coins,321,0.1103
139,35,total,1322,0.4543
139,37,coins,245,0.0858
139,37,total,1103,0.3863
139,39,coins,270,0.09
139,39,total,1020,0.3401
139,40,coins,493,0.1732
139,40,total,978,0.3436
139,42,coins,1405,0.4977
139,42,total,304,0.1077
139,44,coins,0,0
139,44,total,504,0.1801
139,45,coins,651,0.2233
139,45,total,823,0.2823
139,47,coins,969,0.3934
139,47,total,485,0.1969
139,49,coins,0,0
139,49,total,865,0.3071
139,50,coins,2472,0.7557
139,50,total,329,0.1006
139,52,coins,0,0
139,52,total,2342,0.8391
139,53,coins,0,0
139,53,total,851,0.3263
139,55,coins,0,0
139,55,total,1572,0.5673
139,56,coins,0,0
139,56,total,0,0
139,57,coins,0,0
139,57,total,0,0
139,59,coins,1335,0.5306
139,59,total,578,0.2297
139,60,coins,0,0
139,60,total,707,0.2257
139,61,coins,0,0
139,61,total,252,0.0801
139,62,coins,637,0.2371
139,62,total,727,0.2706
139,63,coins,1327,0.5334
139,63,total,165,0.0663
139,64,coins,376,0.1285
139,64,total,952,0.3255
139,67,coins,0,0
139,67,total,565,0.1881
139,68,coins,0,0
139,68,total,1031,0.3635
139,71,coins,0,0
139,71,total,2193,0.75
139,72,coins,348,0.1185
139,72,total,551,0.1876
139,73,coins,0,0
139,73,total,623,0.2639
139,74,coins,235,0.0831
139,74,total,291,0.1029
139,75,coins,1923,0.6724
139,75,total,380,0.1329
139,76,coins,0,0
139,76,total,476,0.1672
139,78,coins,505,0.2026
139,78,total,392,0.1573
139,79,coins,0,0
139,79,total,475,0.173
139,80,coins,0,0
139,80,total,732,0.2375
139,82,coins,236,0.0771
139,82,total,806,0.2634
139,85,coins,0,0
139,85,total,481,0.1812
139,87,coins,1409,0.4555
139,87,total,942,0.3046
139,88,coins,702,0.2533
139,88,total,739,0.2667
139,90,coins,0,0
139,90,total,847,0.282
139,92,coins,1482,0.4587
139,92,total,681,0.2108
139,94,coins,0,0
139,94,total,1066,0.362
139,96,coins,0,0
139,96,total,0,0
139,97,coins,990,0.3168
139,97,total,1064,0.3405
139,98,coins,933,0.3527
139,98,total,512,0.1936
139,99,coins,0,0
139,99,total,0,0
139,100,coins,432,0.1497
139,100,total,809,0.2803
140,1,coins,658,0.2328
140,1,total,689,0.2438
140,2,coins,225,0.2619
140,2,total,0,0
140,3,coins,343,0.1629
140,3,total,666,0.3164
140,5,coins,0,0
140,5,total,216,0.3288
140,6,coins,0,0
140,6,total,518,0.269
140,7,coins,0,0
140,7,total,438,0.4921
140,9,coins,0,0
140,9,total,436,0.1512
140,10,coins,0,0
140,10,total,203,0.2417
140,11,coins,0,0
140,11,total,378,0.2901
140,12,coins,207,0.1798
140,12,total,453,0.3936
140,14,coins,0,0
140,14,total,273,0.5676
140,18,coins,0,0
140,18,total,225,0.1487
140,21,coins,0,0
140,21,total,179,0.1295
140,22,coins,0,.
140,22,total,0,.
140,26,coins,1005,0.3717
140,26,total,590,0.2182
140,27,coins,0,0
140,27,total,773,0.4206
140,28,coins,2288,0.7229
140,28,total,0,0
140,29,coins,0,0
140,29,total,505,0.1786
140,32,coins,51,0.1067
140,32,total,0,0
140,33,coins,518,0.2585
140,33,total,686,0.3423
140,35,coins,0,0
140,35,total,373,0.1307
140,36,coins,0,0
140,36,total,437,0.1499
140,39,coins,0,0
140,39,total,0,0
140,44,coins,0,0
140,44,total,446,0.1941
140,45,coins,0,0
140,45,total,265,0.3961
140,46,coins,0,0
140,46,total,0,0
140,48,coins,0,0
140,48,total,250,0.115
140,49,coins,0,0
140,49,total,0,0
140,51,coins,0,0
140,51,total,335,0.1161
140,52,coins,148,0.1568
140,52,total,215,0.2278
140,58,coins,382,0.2342
140,58,total,276,0.1692
140,59,coins,0,0
140,59,total,0,0
140,60,coins,0,.
140,60,total,0,.
140,61,coins,0,0
140,61,total,1042,0.392
140,64,coins,0,0
140,64,total,556,0.1712
140,69,coins,0,0
140,69,total,1578,0.5656
140,71,coins,0,0
140,71,total,981,0.3168
140,73,coins,0,0
140,73,total,0,0
140,76,coins,0,0
140,76,total,240,0.0757
140,77,coins,0,0
140,77,total,0,0
140,78,coins,0,0
140,78,total,0,0
140,80,coins,0,0
140,80,total,518,0.1607
140,82,coins,0,0
140,82,total,1179,0.5577
140,84,coins,693,0.2537
140,84,total,509,0.1863
140,85,coins,795,0.2752
140,85,total,543,0.188
140,87,coins,0,0
140,87,total,465,0.1834
140,88,coins,0,0
140,88,total,1018,0.4176
140,89,coins,0,0
140,89,total,0,0
140,90,coins,808,0.3066
140,90,total,0,0
140,91,coins,21,0.0147
140,91,total,474,0.3308
140,93,coins,815,0.3522
140,93,total,893,0.3859
140,96,coins,717,0.2438
140,96,total,425,0.1445
140,99,coins,0,0
140,99,total,361,0.5429
150,1,coins,805,0.2886
150,1,total,616,0.2209
150,3,coins,996,0.3704
150,3,total,580,0.2157
150,4,coins,1653,0.575
150,4,total,365,0.127
150,6,coins,290,0.1112
150,6,total,1783,0.6839
150,8,coins,875,0.3402
150,8,total,574,0.2232
150,9,coins,269,0.0935
150,9,total,559,0.1944
150,11,coins,1488,0.532
150,11,total,793,0.2835
150,13,coins,1361,0.4759
150,13,total,515,0.1801
150,15,coins,512,0.1822
150,15,total,1104,0.3929
150,16,coins,1351,0.4318
150,16,total,517,0.1652
150,17,coins,2112,0.713
150,17,total,319,0.1077
150,21,coins,570,0.2333
150,21,total,679,0.2779
150,22,coins,849,0.2995
150,22,total,550,0.194
150,25,coins,1677,0.6063
150,25,total,654,0.2364
150,27,coins,244,0.088
150,27,total,1460,0.5263
150,28,coins,807,0.3056
150,28,total,1297,0.4911
150,29,coins,447,0.1497
150,29,total,1799,0.6027
150,30,coins,0,0
150,30,total,2753,0.8017
150,32,coins,1921,0.6022
150,32,total,0,0
150,33,coins,0,0
150,33,total,1333,0.486
150,35,coins,909,0.3403
150,35,total,506,0.1894
150,40,coins,783,0.2528
150,40,total,1843,0.5951
150,41,coins,276,0.093
150,41,total,1959,0.6603
150,42,coins,1749,0.5313
150,42,total,549,0.1668
150,43,coins,1137,0.3714
150,43,total,1289,0.4211
150,44,coins,180,0.0712
150,44,total,872,0.3449
150,47,coins,903,0.295
150,47,total,822,0.2685
150,50,coins,1268,0.4386
150,50,total,976,0.3376
150,52,coins,1262,0.445
150,52,total,1304,0.4598
150,54,coins,401,0.137
150,54,total,1566,0.5348
150,55,coins,1750,0.5736
150,55,total,619,0.2029
150,58,coins,1144,0.3831
150,58,total,591,0.1979
150,60,coins,2065,0.6181
150,60,total,899,0.2691
150,62,coins,311,0.1193
150,62,total,1076,0.4129
150,63,coins,2071,0.6874
150,63,total,622,0.2064
150,66,coins,1653,0.5432
150,66,total,801,0.2632
150,68,coins,1231,0.479
150,68,total,686,0.2669
150,70,coins,1078,0.4102
150,70,total,820,0.312
150,71,coins,0,0
150,71,total,1071,0.3655
150,72,coins,310,0.1135
150,72,total,1200,0.4394
150,73,coins,922,0.3603
150,73,total,789,0.3083
150,74,coins,0,0
150,74,total,1925,0.6719
150,78,coins,534,0.1839
150,78,total,1028,0.354
150,79,coins,1123,0.3826
150,79,total,820,0.2794
150,80,coins,1401,0.5113
150,80,total,700,0.2555
150,81,coins,740,0.2851
150,81,total,948,0.3652
150,82,coins,1074,0.4368
150,82,total,741,0.3013
150,83,coins,750,0.2568
150,83,total,872,0.2986
150,87,coins,417,0.1528
150,87,total,1316,0.4822
150,89,coins,1316,0.4498
150,89,total,542,0.1852
150,90,coins,169,0.0608
150,90,total,712,0.2562
150,91,coins,0,0
150,91,total,1551,0.4856
150,92,coins,731,0.2695
150,92,total,1056,0.3894
150,94,coins,621,0.2365
150,94,total,617,0.235
150,97,coins,2288,0.746
150,97,total,515,0.1679
150,98,coins,125,0.0524
150,98,total,598,0.2506
150,100,coins,1207,0.4526
150,100,total,698,0.2617
158,1,coins,704,0.2314
158,1,total,125,0.0411
158,2,coins,707,0.2946
158,2,total,620,0.2583
158,5,coins,1490,0.5668
158,5,total,557,0.2119
158,6,coins,1155,0.3851
158,6,total,450,0.1501
158,7,coins,267,0.0991
158,7,total,1044,0.3877
158,8,coins,248,0.0861
158,8,total,744,0.2583
158,9,coins,219,0.0774
158,9,total,285,0.1007
158,10,coins,638,0.209
158,10,total,599,0.1962
158,11,coins,684,0.2892
158,11,total,225,0.0951
158,15,coins,1009,0.3207
158,15,total,438,0.1392
158,16,coins,586,0.2166
158,16,total,576,0.2129
158,19,coins,321,0.2488
158,19,total,653,0.5062
158,20,coins,450,0.2219
158,20,total,993,0.4896
158,21,coins,388,0.1419
158,21,total,565,0.2066
158,23,coins,1294,0.4625
158,23,total,262,0.0936
158,24,coins,779,0.2635
158,24,total,243,0.0822
158,25,coins,1096,0.3788
158,25,total,245,0.0847
158,27,coins,1247,0.4176
158,27,total,249,0.0834
158,28,coins,605,0.1977
158,28,total,921,0.301
158,31,coins,505,0.2071
158,31,total,343,0.1406
158,32,coins,1640,0.5164
158,32,total,438,0.1379
158,33,coins,1004,0.315
158,33,total,261,0.0819
158,34,coins,623,0.214
158,34,total,219,0.0752
158,35,coins,410,0.148
158,35,total,501,0.1809
158,36,coins,822,0.2587
158,36,total,563,0.1772
158,38,coins,1377,0.451
158,38,total,436,0.1428
158,41,coins,441,0.1489
158,41,total,341,0.1151
158,43,coins,0,0
158,43,total,365,0.1552
158,44,coins,140,0.0453
158,44,total,731,0.2366
158,45,coins,36,0.0125
158,45,total,253,0.0876
158,46,coins,685,0.2352
158,46,total,415,0.1425
158,49,coins,299,0.1151
158,49,total,843,0.3246
158,50,coins,246,0.0845
158,50,total,780,0.268
158,52,coins,0,0
158,52,total,193,0.09
158,53,coins,0,0
158,53,total,0,0
158,54,coins,249,0.0798
158,54,total,0,0
158,55,coins,0,0
158,55,total,0,0
158,56,coins,0,0
158,56,total,0,0
158,59,coins,0,0
158,59,total,0,0
158,60,coins,0,0
158,60,total,246,0.0869
158,61,coins,0,0
158,61,total,528,0.1718
158,62,coins,0,.
158,62,total,0,.
158,64,coins,0,.
158,64,total,0,.
158,66,coins,0,.
158,66,total,0,.
158,67,coins,0,.
158,67,total,0,.
158,68,coins,0,.
158,68,total,0,.
158,69,coins,0,.
158,69,total,0,.
158,70,coins,0,.
158,70,total,0,.
158,72,coins,0,0
158,72,total,1818,0.5543
158,74,coins,0,0
158,74,total,0,0
158,76,coins,0,.
158,76,total,0,.
158,77,coins,0,.
158,77,total,0,.
158,78,coins,0,.
158,78,total,0,.
158,79,coins,0,.
158,79,total,0,.
158,80,coins,0,.
158,80,total,0,.
158,81,coins,0,.
158,81,total,0,.
158,83,coins,0,0
158,83,total,434,0.2039
158,85,coins,0,0
158,85,total,0,0
158,86,coins,0,0
158,86,total,436,0.1589
158,88,coins,159,0.0727
158,88,total,220,0.1005
158,89,coins,0,0
158,89,total,142,0.0462
158,90,coins,939,0.301
158,90,total,773,0.2478
158,92,coins,95,0.0353
158,92,total,288,0.1071
158,94,coins,245,0.0802
158,94,total,1720,0.5628
158,95,coins,314,0.1548
158,95,total,713,0.3516
158,96,coins,688,0.2286
158,96,total,506,0.1681
158,98,coins,0,0
158,98,total,483,0.3279
158,99,coins,403,0.2872
158,99,total,97,0.0691
161,2,coins,1095,0.4261
161,2,total,606,0.2358
161,3,coins,461,0.1457
161,3,total,1083,0.3424
161,6,coins,484,0.1549
161,6,total,540,0.1729
161,8,coins,184,0.064
161,8,total,888,0.3091
161,9,coins,307,0.1164
161,9,total,1035,0.3923
161,10,coins,411,0.1402
161,10,total,447,0.1525
161,12,coins,988,0.3049
161,12,total,727,0.2244
161,13,coins,1039,0.346
161,13,total,1358,0.4522
161,14,coins,0,0
161,14,total,582,0.1922
161,15,coins,0,0
161,15,total,1909,0.6835
161,16,coins,0,0
161,16,total,717,0.2297
161,17,coins,1516,0.4632
161,17,total,1163,0.3553
161,20,coins,1064,0.3497
161,20,total,610,0.2005
161,21,coins,222,0.0713
161,21,total,2098,0.6742
