RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_LABEL,fractal,half,IA_DWELL_TIME,IA_DWELL_TIME_%
317,11,CS,nowin_fractal.jpg,1,1617,0.4696
317,11,US,nowin_fractal.jpg,1,170,0.0494
317,12,CS,win_fractal.jpg,1,2728,0.7848
317,12,US,win_fractal.jpg,1,748,0.2152
317,13,CS,win_fractal.jpg,1,1273,0.376
317,13,US,win_fractal.jpg,1,648,0.1914
317,14,CS,win_fractal.jpg,1,3057,0.8861
317,14,US,win_fractal.jpg,1,0,0
317,15,CS,win_fractal.jpg,1,657,0.2065
317,15,US,win_fractal.jpg,1,0,0
317,16,CS,nowin_fractal.jpg,1,1531,0.4595
317,16,US,nowin_fractal.jpg,1,0,0
317,17,CS,win_fractal.jpg,1,1365,0.3854
317,17,US,win_fractal.jpg,1,0,0
317,18,CS,win_fractal.jpg,1,566,0.1539
317,18,US,win_fractal.jpg,1,0,0
317,19,CS,win_fractal.jpg,1,1908,0.5569
317,19,US,win_fractal.jpg,1,887,0.2589
317,20,CS,nowin_fractal.jpg,1,2767,0.7861
317,20,US,nowin_fractal.jpg,1,753,0.2139
317,21,CS,nowin_fractal.jpg,2,1282,0.3802
317,21,US,nowin_fractal.jpg,2,391,0.116
317,22,CS,nowin_fractal.jpg,2,2134,0.5835
317,22,US,nowin_fractal.jpg,2,0,0
317,23,CS,win_fractal.jpg,2,524,0.1379
317,23,US,win_fractal.jpg,2,2260,0.5947
317,24,CS,nowin_fractal.jpg,2,2110,0.5832
317,24,US,nowin_fractal.jpg,2,867,0.2396
317,25,CS,win_fractal.jpg,2,0,0
317,25,US,win_fractal.jpg,2,3605,1
317,26,CS,win_fractal.jpg,2,0,0
317,26,US,win_fractal.jpg,2,3993,1
317,27,CS,nowin_fractal.jpg,2,2316,0.627
317,27,US,nowin_fractal.jpg,2,617,0.167
317,28,CS,win_fractal.jpg,2,0,0
317,28,US,win_fractal.jpg,2,3742,1
317,29,CS,nowin_fractal.jpg,2,0,0
317,29,US,nowin_fractal.jpg,2,0,0
317,30,CS,win_fractal.jpg,2,0,0
317,30,US,win_fractal.jpg,2,3607,1
317,31,CS,win_fractal.jpg,2,0,0
317,31,US,win_fractal.jpg,2,3649,0.9992
317,32,CS,nowin_fractal.jpg,2,0,0
317,32,US,nowin_fractal.jpg,2,0,0
317,33,CS,win_fractal.jpg,2,0,0
317,33,US,win_fractal.jpg,2,3759,1
317,34,CS,nowin_fractal.jpg,2,0,0
317,34,US,nowin_fractal.jpg,2,3450,0.9365
317,35,CS,win_fractal.jpg,2,0,0
317,35,US,win_fractal.jpg,2,3758,1
317,36,CS,win_fractal.jpg,2,0,0
317,36,US,win_fractal.jpg,2,3195,1
317,37,CS,nowin_fractal.jpg,2,768,0.2348
317,37,US,nowin_fractal.jpg,2,1752,0.5356
317,38,CS,nowin_fractal.jpg,2,792,0.2385
317,38,US,nowin_fractal.jpg,2,890,0.268
317,39,CS,nowin_fractal.jpg,2,1538,0.4152
317,39,US,nowin_fractal.jpg,2,2166,0.5848
317,40,CS,win_fractal.jpg,2,1995,0.5648
317,40,US,win_fractal.jpg,2,1114,0.3154
321,1,CS,nowin_fractal.jpg,1,971,0.2728
321,1,US,nowin_fractal.jpg,1,331,0.093
321,2,CS,win_fractal.jpg,1,1567,0.4554
321,2,US,win_fractal.jpg,1,1401,0.4071
321,3,CS,nowin_fractal.jpg,1,516,0.158
321,3,US,nowin_fractal.jpg,1,1712,0.5242
321,4,CS,win_fractal.jpg,1,3861,1
321,4,US,win_fractal.jpg,1,0,0
321,5,CS,nowin_fractal.jpg,1,2889,0.781
321,5,US,nowin_fractal.jpg,1,82,0.0222
321,6,CS,nowin_fractal.jpg,1,3842,1
321,6,US,nowin_fractal.jpg,1,0,0
321,7,CS,win_fractal.jpg,1,3836,1
321,7,US,win_fractal.jpg,1,0,0
321,8,CS,win_fractal.jpg,1,2589,0.7423
321,8,US,win_fractal.jpg,1,345,0.0989
321,9,CS,nowin_fractal.jpg,1,3415,0.9124
321,9,US,nowin_fractal.jpg,1,0,0
321,10,CS,win_fractal.jpg,1,425,0.1241
321,10,US,win_fractal.jpg,1,422,0.1232
321,11,CS,win_fractal.jpg,1,742,0.2095
321,11,US,win_fractal.jpg,1,711,0.2008
321,12,CS,win_fractal.jpg,1,3030,0.8745
321,12,US,win_fractal.jpg,1,435,0.1255
321,13,CS,win_fractal.jpg,1,1997,0.5243
321,13,US,win_fractal.jpg,1,0,0
321,14,CS,win_fractal.jpg,1,2183,0.5672
321,14,US,win_fractal.jpg,1,0,0
321,15,CS,nowin_fractal.jpg,1,2952,0.7702
321,15,US,nowin_fractal.jpg,1,0,0
321,16,CS,nowin_fractal.jpg,1,421,0.1108
321,16,US,nowin_fractal.jpg,1,0,0
321,17,CS,win_fractal.jpg,1,0,0
321,17,US,win_fractal.jpg,1,1364,0.3536
321,18,CS,nowin_fractal.jpg,1,0,0
321,18,US,nowin_fractal.jpg,1,0,0
321,19,CS,nowin_fractal.jpg,1,2099,0.603
321,19,US,nowin_fractal.jpg,1,0,0
321,20,CS,nowin_fractal.jpg,1,1717,0.4628
321,20,US,nowin_fractal.jpg,1,1529,0.4121
321,21,CS,nowin_fractal.jpg,2,3933,1
321,21,US,nowin_fractal.jpg,2,0,0
321,22,CS,win_fractal.jpg,2,2368,0.6497
321,22,US,win_fractal.jpg,2,172,0.0472
321,23,CS,win_fractal.jpg,2,0,0
321,23,US,win_fractal.jpg,2,3225,0.8374
321,24,CS,nowin_fractal.jpg,2,221,0.0629
321,24,US,nowin_fractal.jpg,2,1095,0.3118
321,25,CS,nowin_fractal.jpg,2,3893,1
321,25,US,nowin_fractal.jpg,2,0,0
321,26,CS,nowin_fractal.jpg,2,709,0.1841
321,26,US,nowin_fractal.jpg,2,0,0
321,27,CS,nowin_fractal.jpg,2,107,0.0272
321,27,US,nowin_fractal.jpg,2,0,0
321,28,CS,win_fractal.jpg,2,697,0.1973
321,28,US,win_fractal.jpg,2,1779,0.5037
321,29,CS,win_fractal.jpg,2,0,0
321,29,US,win_fractal.jpg,2,2919,0.7464
321,30,CS,win_fractal.jpg,2,0,0
321,30,US,win_fractal.jpg,2,2866,0.7385
321,31,CS,win_fractal.jpg,2,1258,0.335
321,31,US,win_fractal.jpg,2,2006,0.5342
321,32,CS,nowin_fractal.jpg,2,3392,0.9173
321,32,US,nowin_fractal.jpg,2,0,0
321,33,CS,nowin_fractal.jpg,2,3649,0.9804
321,33,US,nowin_fractal.jpg,2,0,0
321,34,CS,win_fractal.jpg,2,2835,0.7568
321,34,US,win_fractal.jpg,2,673,0.1797
321,35,CS,nowin_fractal.jpg,2,1318,0.3517
321,35,US,nowin_fractal.jpg,2,0,0
321,36,CS,win_fractal.jpg,2,2500,0.6872
321,36,US,win_fractal.jpg,2,171,0.047
321,37,CS,nowin_fractal.jpg,2,1020,0.2743
321,37,US,nowin_fractal.jpg,2,497,0.1337
321,38,CS,nowin_fractal.jpg,2,3881,1
321,38,US,nowin_fractal.jpg,2,0,0
321,39,CS,win_fractal.jpg,2,747,0.2473
321,39,US,win_fractal.jpg,2,912,0.3019
321,40,CS,win_fractal.jpg,2,0,0
321,40,US,win_fractal.jpg,2,3927,1
323,1,CS,nowin_fractal.jpg,1,686,0.2058
323,1,US,nowin_fractal.jpg,1,408,0.1224
323,2,CS,nowin_fractal.jpg,1,2007,0.5797
323,2,US,nowin_fractal.jpg,1,572,0.1652
323,3,CS,win_fractal.jpg,1,913,0.2727
323,3,US,win_fractal.jpg,1,1687,0.5039
323,4,CS,nowin_fractal.jpg,1,3855,1
323,4,US,nowin_fractal.jpg,1,0,0
323,5,CS,nowin_fractal.jpg,1,2712,0.7993
323,5,US,nowin_fractal.jpg,1,472,0.1391
323,6,CS,win_fractal.jpg,1,2420,0.7322
323,6,US,win_fractal.jpg,1,0,0
323,7,CS,win_fractal.jpg,1,404,0.1134
323,7,US,win_fractal.jpg,1,2459,0.6903
323,8,CS,win_fractal.jpg,1,1082,0.3337
323,8,US,win_fractal.jpg,1,557,0.1718
323,9,CS,win_fractal.jpg,1,1730,0.4904
323,9,US,win_fractal.jpg,1,247,0.07
323,10,CS,win_fractal.jpg,1,510,0.1396
323,10,US,win_fractal.jpg,1,1067,0.2922
323,11,CS,nowin_fractal.jpg,1,602,0.161
323,11,US,nowin_fractal.jpg,1,1783,0.4769
323,12,CS,win_fractal.jpg,1,1779,0.4798
323,12,US,win_fractal.jpg,1,495,0.1335
323,13,CS,nowin_fractal.jpg,1,2906,0.8195
323,13,US,nowin_fractal.jpg,1,499,0.1407
323,14,CS,win_fractal.jpg,1,3026,0.8572
323,14,US,win_fractal.jpg,1,238,0.0674
323,15,CS,win_fractal.jpg,1,222,0.062
323,15,US,win_fractal.jpg,1,47,0.0131
323,16,CS,win_fractal.jpg,1,746,0.2327
323,16,US,win_fractal.jpg,1,0,0
323,17,CS,nowin_fractal.jpg,1,0,0
323,17,US,nowin_fractal.jpg,1,373,0.1001
